Start date;End date;Spot-Prices (€/MWh);Solarpark Inden CF (West);Solarpark Weesow-Willmersdorf (East);Solarpark Lauingen (Helmeringen 1, 2 und 3) (South);Solarpark Eggebek (North)
19.03.2025 20:00;19.03.2025 21:00;176,68;0;0;0;0
19.03.2025 21:00;19.03.2025 22:00;138,24;0;0;0;0
19.03.2025 22:00;19.03.2025 23:00;124,45;0;0;0;0
19.03.2025 23:00;20.03.2025 00:00;111,14;0;0;0;0
20.03.2025 00:00;20.03.2025 01:00;117,17;0;0;0;0
20.03.2025 01:00;20.03.2025 02:00;102,86;0;0;0;0
20.03.2025 02:00;20.03.2025 03:00;99,56;0;0;0;0
20.03.2025 03:00;20.03.2025 04:00;100,08;0;0;0;0
20.03.2025 04:00;20.03.2025 05:00;102,83;0;0;0;0
20.03.2025 05:00;20.03.2025 06:00;119,7;0;0,028;0,005;0
20.03.2025 06:00;20.03.2025 07:00;144,84;0,111;0,232;0,173;0,059
20.03.2025 07:00;20.03.2025 08:00;141,21;0,303;0,443;0,377;0,133
20.03.2025 08:00;20.03.2025 09:00;99,87;0,464;0,601;0,541;0,22
20.03.2025 09:00;20.03.2025 10:00;79,45;0,584;0,698;0,654;0,341
20.03.2025 10:00;20.03.2025 11:00;37,51;0,652;0,741;0,713;0,441
20.03.2025 11:00;20.03.2025 12:00;3,42;0,649;0,735;0,73;0,496
20.03.2025 12:00;20.03.2025 13:00;0,43;0,601;0,685;0,698;0,502
20.03.2025 13:00;20.03.2025 14:00;0,65;0,541;0,586;0,613;0,445
20.03.2025 14:00;20.03.2025 15:00;16,6;0,442;0,438;0,478;0,355
20.03.2025 15:00;20.03.2025 16:00;79,42;0,314;0,246;0,297;0,213
20.03.2025 16:00;20.03.2025 17:00;120,76;0,122;0,05;0,091;0,063
20.03.2025 17:00;20.03.2025 18:00;155,14;0;0;0;0
20.03.2025 18:00;20.03.2025 19:00;280,07;0;0;0;0
20.03.2025 19:00;20.03.2025 20:00;253,85;0;0;0;0
20.03.2025 20:00;20.03.2025 21:00;164;0;0;0;0
20.03.2025 21:00;20.03.2025 22:00;136,82;0;0;0;0
20.03.2025 22:00;20.03.2025 23:00;125,03;0;0;0;0
20.03.2025 23:00;21.03.2025 00:00;117,91;0;0;0;0
21.03.2025 00:00;21.03.2025 01:00;125,07;0;0;0;0
21.03.2025 01:00;21.03.2025 02:00;116,41;0;0;0;0
21.03.2025 02:00;21.03.2025 03:00;112,74;0;0;0;0
21.03.2025 03:00;21.03.2025 04:00;105,81;0;0;0;0
21.03.2025 04:00;21.03.2025 05:00;109,1;0;0;0;0
21.03.2025 05:00;21.03.2025 06:00;127,49;0;0,024;0,006;0
21.03.2025 06:00;21.03.2025 07:00;156;0,102;0,203;0,163;0,066
21.03.2025 07:00;21.03.2025 08:00;148,27;0,313;0,403;0,366;0,22
21.03.2025 08:00;21.03.2025 09:00;110,73;0,488;0,559;0,523;0,497
21.03.2025 09:00;21.03.2025 10:00;73,31;0,61;0,655;0,611;0,626
21.03.2025 10:00;21.03.2025 11:00;43,25;0,676;0,702;0,658;0,689
21.03.2025 11:00;21.03.2025 12:00;7,35;0,697;0,705;0,684;0,702
21.03.2025 12:00;21.03.2025 13:00;0,81;0,67;0,647;0,658;0,654
21.03.2025 13:00;21.03.2025 14:00;0;0,595;0,551;0,574;0,57
21.03.2025 14:00;21.03.2025 15:00;2,49;0,471;0,406;0,431;0,439
21.03.2025 15:00;21.03.2025 16:00;12,36;0,3;0,22;0,238;0,265
21.03.2025 16:00;21.03.2025 17:00;46,22;0,11;0,043;0,057;0,081
21.03.2025 17:00;21.03.2025 18:00;100,24;0;0;0;0
21.03.2025 18:00;21.03.2025 19:00;120,65;0;0;0;0
21.03.2025 19:00;21.03.2025 20:00;83,5;0;0;0;0
21.03.2025 20:00;21.03.2025 21:00;70;0;0;0;0
21.03.2025 21:00;21.03.2025 22:00;47,19;0;0;0;0
21.03.2025 22:00;21.03.2025 23:00;27,13;0;0;0;0
21.03.2025 23:00;22.03.2025 00:00;18,45;0;0;0;0
22.03.2025 00:00;22.03.2025 01:00;26,93;0;0;0;0
22.03.2025 01:00;22.03.2025 02:00;12,57;0;0;0;0
22.03.2025 02:00;22.03.2025 03:00;9,07;0;0;0;0
22.03.2025 03:00;22.03.2025 04:00;6,88;0;0;0;0
22.03.2025 04:00;22.03.2025 05:00;10,12;0;0;0;0
22.03.2025 05:00;22.03.2025 06:00;12,95;0;0,026;0;0
22.03.2025 06:00;22.03.2025 07:00;13,01;0,025;0,213;0,025;0,12
22.03.2025 07:00;22.03.2025 08:00;13,04;0,093;0,424;0,072;0,349
22.03.2025 08:00;22.03.2025 09:00;3,11;0,176;0,581;0,118;0,525
22.03.2025 09:00;22.03.2025 10:00;0;0,237;0,683;0,207;0,65
22.03.2025 10:00;22.03.2025 11:00;-1,86;0,256;0,732;0,461;0,719
22.03.2025 11:00;22.03.2025 12:00;-6,31;0,22;0,733;0,657;0,739
22.03.2025 12:00;22.03.2025 13:00;-15,18;0,246;0,685;0,614;0,709
22.03.2025 13:00;22.03.2025 14:00;-15,04;0,303;0,588;0,51;0,633
22.03.2025 14:00;22.03.2025 15:00;-6,79;0,306;0,438;0,397;0,503
22.03.2025 15:00;22.03.2025 16:00;-1,51;0,155;0,243;0,237;0,315
22.03.2025 16:00;22.03.2025 17:00;1,01;0,062;0,051;0,072;0,106
22.03.2025 17:00;22.03.2025 18:00;34,99;0;0;0;0
22.03.2025 18:00;22.03.2025 19:00;60,03;0;0;0;0
22.03.2025 19:00;22.03.2025 20:00;50,95;0;0;0;0
22.03.2025 20:00;22.03.2025 21:00;42,15;0;0;0;0
22.03.2025 21:00;22.03.2025 22:00;36,12;0;0;0;0
22.03.2025 22:00;22.03.2025 23:00;37,14;0;0;0;0
22.03.2025 23:00;23.03.2025 00:00;35,69;0;0;0;0
23.03.2025 00:00;23.03.2025 01:00;13,69;0;0;0;0
23.03.2025 01:00;23.03.2025 02:00;19,01;0;0;0;0
23.03.2025 02:00;23.03.2025 03:00;23,65;0;0;0;0
23.03.2025 03:00;23.03.2025 04:00;23,49;0;0;0;0
23.03.2025 04:00;23.03.2025 05:00;24,82;0;0;0;0
23.03.2025 05:00;23.03.2025 06:00;25,01;0;0,009;0;0,001
23.03.2025 06:00;23.03.2025 07:00;24,84;0,013;0,108;0,007;0,114
23.03.2025 07:00;23.03.2025 08:00;24,26;0,062;0,298;0,037;0,294
23.03.2025 08:00;23.03.2025 09:00;18,99;0,144;0,496;0,101;0,444
23.03.2025 09:00;23.03.2025 10:00;23,09;0,271;0,596;0,191;0,553
23.03.2025 10:00;23.03.2025 11:00;13,78;0,41;0,524;0,194;0,621
23.03.2025 11:00;23.03.2025 12:00;9,6;0,456;0,418;0,15;0,624
23.03.2025 12:00;23.03.2025 13:00;13,49;0,464;0,259;0,138;0,582
23.03.2025 13:00;23.03.2025 14:00;5,01;0,422;0,163;0,159;0,498
23.03.2025 14:00;23.03.2025 15:00;11,46;0,329;0,088;0,145;0,385
23.03.2025 15:00;23.03.2025 16:00;42,5;0,183;0,036;0,087;0,241
23.03.2025 16:00;23.03.2025 17:00;84,42;0,056;0,002;0,024;0,08
23.03.2025 17:00;23.03.2025 18:00;124,23;0;0;0;0
23.03.2025 18:00;23.03.2025 19:00;140;0;0;0;0
23.03.2025 19:00;23.03.2025 20:00;142,51;0;0;0;0
23.03.2025 20:00;23.03.2025 21:00;140,58;0;0;0;0
23.03.2025 21:00;23.03.2025 22:00;130;0;0;0;0
23.03.2025 22:00;23.03.2025 23:00;126,47;0;0;0;0
23.03.2025 23:00;24.03.2025 00:00;114,24;0;0;0;0
24.03.2025 00:00;24.03.2025 01:00;110,45;0;0;0;0
24.03.2025 01:00;24.03.2025 02:00;107,29;0;0;0;0
24.03.2025 02:00;24.03.2025 03:00;101,91;0;0;0;0
24.03.2025 03:00;24.03.2025 04:00;98,94;0;0;0;0
24.03.2025 04:00;24.03.2025 05:00;101,99;0;0;0;0
24.03.2025 05:00;24.03.2025 06:00;119,82;0;0,014;0;0
24.03.2025 06:00;24.03.2025 07:00;141,5;0,087;0,127;0,008;0,049
24.03.2025 07:00;24.03.2025 08:00;164,28;0,256;0,328;0,034;0,159
24.03.2025 08:00;24.03.2025 09:00;161,86;0,483;0,51;0,069;0,339
24.03.2025 09:00;24.03.2025 10:00;135,38;0,601;0,619;0,114;0,514
24.03.2025 10:00;24.03.2025 11:00;111,16;0,651;0,663;0,17;0,633
24.03.2025 11:00;24.03.2025 12:00;107,36;0,656;0,647;0,214;0,659
24.03.2025 12:00;24.03.2025 13:00;100,75;0,621;0,557;0,201;0,625
24.03.2025 13:00;24.03.2025 14:00;100,87;0,547;0,405;0,176;0,502
24.03.2025 14:00;24.03.2025 15:00;106,57;0,426;0,2;0,099;0,334
24.03.2025 15:00;24.03.2025 16:00;115,85;0,261;0,084;0,051;0,193
24.03.2025 16:00;24.03.2025 17:00;130,95;0,073;0,011;0,016;0,076
24.03.2025 17:00;24.03.2025 18:00;154,15;0;0;0;0
24.03.2025 18:00;24.03.2025 19:00;211,99;0;0;0;0
24.03.2025 19:00;24.03.2025 20:00;193;0;0;0;0
24.03.2025 20:00;24.03.2025 21:00;161,84;0;0;0;0
24.03.2025 21:00;24.03.2025 22:00;138,55;0;0;0;0
24.03.2025 22:00;24.03.2025 23:00;125,58;0;0;0;0
24.03.2025 23:00;25.03.2025 00:00;115,16;0;0;0;0
25.03.2025 00:00;25.03.2025 01:00;102,07;0;0;0;0
25.03.2025 01:00;25.03.2025 02:00;101,76;0;0;0;0
25.03.2025 02:00;25.03.2025 03:00;100,2;0;0;0;0
25.03.2025 03:00;25.03.2025 04:00;102,67;0;0;0;0
25.03.2025 04:00;25.03.2025 05:00;101,96;0;0;0;0
25.03.2025 05:00;25.03.2025 06:00;107,39;0;0,018;0;0
25.03.2025 06:00;25.03.2025 07:00;136,05;0,006;0,132;0,03;0,027
25.03.2025 07:00;25.03.2025 08:00;142,13;0,046;0,28;0,096;0,104
25.03.2025 08:00;25.03.2025 09:00;133,36;0,122;0,393;0,248;0,197
25.03.2025 09:00;25.03.2025 10:00;106,41;0,297;0,458;0,418;0,21
25.03.2025 10:00;25.03.2025 11:00;92,03;0,414;0,476;0,361;0,257
25.03.2025 11:00;25.03.2025 12:00;78,8;0,442;0,422;0,303;0,272
25.03.2025 12:00;25.03.2025 13:00;68,45;0,396;0,401;0,313;0,22
25.03.2025 13:00;25.03.2025 14:00;69,23;0,303;0,371;0,3;0,149
25.03.2025 14:00;25.03.2025 15:00;81,7;0,221;0,274;0,23;0,075
25.03.2025 15:00;25.03.2025 16:00;95,52;0,16;0,175;0,139;0,037
25.03.2025 16:00;25.03.2025 17:00;108,84;0,079;0,041;0,046;0,013
25.03.2025 17:00;25.03.2025 18:00;138,81;0,001;0;0;0
25.03.2025 18:00;25.03.2025 19:00;161,14;0;0;0;0
25.03.2025 19:00;25.03.2025 20:00;166,36;0;0;0;0
25.03.2025 20:00;25.03.2025 21:00;148,6;0;0;0;0
25.03.2025 21:00;25.03.2025 22:00;122,36;0;0;0;0
25.03.2025 22:00;25.03.2025 23:00;114,83;0;0;0;0
25.03.2025 23:00;26.03.2025 00:00;102,05;0;0;0;0
26.03.2025 00:00;26.03.2025 01:00;101,02;0;0;0;0
26.03.2025 01:00;26.03.2025 02:00;97,96;0;0;0;0
26.03.2025 02:00;26.03.2025 03:00;97,36;0;0;0;0
26.03.2025 03:00;26.03.2025 04:00;97,39;0;0;0;0
26.03.2025 04:00;26.03.2025 05:00;95,72;0;0;0;0
26.03.2025 05:00;26.03.2025 06:00;98,85;0;0;0;0
26.03.2025 06:00;26.03.2025 07:00;128,76;0,011;0,01;0,039;0,04
26.03.2025 07:00;26.03.2025 08:00;141,95;0,053;0,053;0,115;0,107
26.03.2025 08:00;26.03.2025 09:00;137,09;0,162;0,108;0,179;0,244
26.03.2025 09:00;26.03.2025 10:00;111,86;0,267;0,182;0,217;0,579
26.03.2025 10:00;26.03.2025 11:00;100;0,375;0,211;0,242;0,691
26.03.2025 11:00;26.03.2025 12:00;96,39;0,544;0,194;0,241;0,712
26.03.2025 12:00;26.03.2025 13:00;94,81;0,568;0,192;0,195;0,667
26.03.2025 13:00;26.03.2025 14:00;84,5;0,57;0,183;0,17;0,587
26.03.2025 14:00;26.03.2025 15:00;90,79;0,504;0,168;0,096;0,469
26.03.2025 15:00;26.03.2025 16:00;94,36;0,34;0,141;0,051;0,312
26.03.2025 16:00;26.03.2025 17:00;101,45;0,15;0,038;0,013;0,115
26.03.2025 17:00;26.03.2025 18:00;135,16;0,005;0;0;0
26.03.2025 18:00;26.03.2025 19:00;162;0;0;0;0
26.03.2025 19:00;26.03.2025 20:00;169,54;0;0;0;0
26.03.2025 20:00;26.03.2025 21:00;153,27;0;0;0;0
26.03.2025 21:00;26.03.2025 22:00;129,4;0;0;0;0
26.03.2025 22:00;26.03.2025 23:00;120,27;0;0;0;0
26.03.2025 23:00;27.03.2025 00:00;108,91;0;0;0;0
27.03.2025 00:00;27.03.2025 01:00;104,93;0;0;0;0
27.03.2025 01:00;27.03.2025 02:00;98,98;0;0;0;0
27.03.2025 02:00;27.03.2025 03:00;97,8;0;0;0;0
27.03.2025 03:00;27.03.2025 04:00;98,85;0;0;0;0
27.03.2025 04:00;27.03.2025 05:00;97,07;0;0;0;0
27.03.2025 05:00;27.03.2025 06:00;104,9;0;0,004;0,009;0
27.03.2025 06:00;27.03.2025 07:00;129,83;0,073;0,039;0,127;0,072
27.03.2025 07:00;27.03.2025 08:00;140;0,224;0,089;0,332;0,173
27.03.2025 08:00;27.03.2025 09:00;123,5;0,527;0,16;0,493;0,358
27.03.2025 09:00;27.03.2025 10:00;89,92;0,666;0,247;0,646;0,503
27.03.2025 10:00;27.03.2025 11:00;77,61;0,741;0,367;0,654;0,654
27.03.2025 11:00;27.03.2025 12:00;45,48;0,764;0,673;0,75;0,682
27.03.2025 12:00;27.03.2025 13:00;24,81;0,739;0,641;0,731;0,659
27.03.2025 13:00;27.03.2025 14:00;6,67;0,667;0,584;0,652;0,577
27.03.2025 14:00;27.03.2025 15:00;30,34;0,545;0,449;0,513;0,446
27.03.2025 15:00;27.03.2025 16:00;74,93;0,373;0,26;0,321;0,268
27.03.2025 16:00;27.03.2025 17:00;93,74;0,169;0,071;0,111;0,1
27.03.2025 17:00;27.03.2025 18:00;127,25;0,01;0;0;0
27.03.2025 18:00;27.03.2025 19:00;157,9;0;0;0;0
27.03.2025 19:00;27.03.2025 20:00;170,7;0;0;0;0
27.03.2025 20:00;27.03.2025 21:00;141,61;0;0;0;0
27.03.2025 21:00;27.03.2025 22:00;124,42;0;0;0;0
27.03.2025 22:00;27.03.2025 23:00;113,1;0;0;0;0
27.03.2025 23:00;28.03.2025 00:00;100,91;0;0;0;0
28.03.2025 00:00;28.03.2025 01:00;90;0;0;0;0
28.03.2025 01:00;28.03.2025 02:00;79,38;0;0;0;0
28.03.2025 02:00;28.03.2025 03:00;79,02;0;0;0;0
28.03.2025 03:00;28.03.2025 04:00;79,38;0;0;0;0
28.03.2025 04:00;28.03.2025 05:00;79,84;0;0;0;0
28.03.2025 05:00;28.03.2025 06:00;103,51;0;0,007;0,01;0,007
28.03.2025 06:00;28.03.2025 07:00;128,52;0,146;0,057;0,085;0,176
28.03.2025 07:00;28.03.2025 08:00;122,2;0,357;0,132;0,318;0,38
28.03.2025 08:00;28.03.2025 09:00;102,08;0,531;0,322;0,593;0,544
28.03.2025 09:00;28.03.2025 10:00;75,57;0,656;0,639;0,707;0,656
28.03.2025 10:00;28.03.2025 11:00;25,77;0,727;0,748;0,764;0,716
28.03.2025 11:00;28.03.2025 12:00;1,68;0,749;0,745;0,771;0,73
28.03.2025 12:00;28.03.2025 13:00;-0,01;0,722;0,694;0,727;0,692
28.03.2025 13:00;28.03.2025 14:00;-0,03;0,651;0,599;0,635;0,609
28.03.2025 14:00;28.03.2025 15:00;14,48;0,53;0,456;0,492;0,473
28.03.2025 15:00;28.03.2025 16:00;70,1;0,355;0,271;0,299;0,28
28.03.2025 16:00;28.03.2025 17:00;104,19;0,143;0,078;0,091;0,084
28.03.2025 17:00;28.03.2025 18:00;132;0,007;0;0;0
28.03.2025 18:00;28.03.2025 19:00;165,99;0;0;0;0
28.03.2025 19:00;28.03.2025 20:00;165,9;0;0;0;0
28.03.2025 20:00;28.03.2025 21:00;148,03;0;0;0;0
28.03.2025 21:00;28.03.2025 22:00;124,56;0;0;0;0
28.03.2025 22:00;28.03.2025 23:00;117,94;0;0;0;0
28.03.2025 23:00;29.03.2025 00:00;110,12;0;0;0;0
29.03.2025 00:00;29.03.2025 01:00;113,62;0;0;0;0
29.03.2025 01:00;29.03.2025 02:00;103,91;0;0;0;0
29.03.2025 02:00;29.03.2025 03:00;96,54;0;0;0;0
29.03.2025 03:00;29.03.2025 04:00;96,22;0;0;0;0
29.03.2025 04:00;29.03.2025 05:00;96,5;0;0;0;0
29.03.2025 05:00;29.03.2025 06:00;92,74;0;0,025;0;0
29.03.2025 06:00;29.03.2025 07:00;96,73;0,06;0,113;0,024;0,068
29.03.2025 07:00;29.03.2025 08:00;98,44;0,313;0,214;0,052;0,252
29.03.2025 08:00;29.03.2025 09:00;91,86;0,528;0,342;0,092;0,522
29.03.2025 09:00;29.03.2025 10:00;76,14;0,662;0,449;0,233;0,662
29.03.2025 10:00;29.03.2025 11:00;65,67;0,737;0,555;0,379;0,727
29.03.2025 11:00;29.03.2025 12:00;65,34;0,763;0,584;0,358;0,743
29.03.2025 12:00;29.03.2025 13:00;65,33;0,743;0,57;0,346;0,714
29.03.2025 13:00;29.03.2025 14:00;2,06;0,674;0,452;0,371;0,636
29.03.2025 14:00;29.03.2025 15:00;3,94;0,555;0,246;0,334;0,506
29.03.2025 15:00;29.03.2025 16:00;25,27;0,386;0,085;0,179;0,329
29.03.2025 16:00;29.03.2025 17:00;66,26;0,181;0,028;0,052;0,135
29.03.2025 17:00;29.03.2025 18:00;100,1;0,013;0;0;0,001
29.03.2025 18:00;29.03.2025 19:00;146,91;0;0;0;0
29.03.2025 19:00;29.03.2025 20:00;152,22;0;0;0;0
29.03.2025 20:00;29.03.2025 21:00;121,07;0;0;0;0
29.03.2025 21:00;29.03.2025 22:00;100,42;0;0;0;0
29.03.2025 22:00;29.03.2025 23:00;82,75;0;0;0;0
29.03.2025 23:00;30.03.2025 00:00;68,27;0;0;0;0
30.03.2025 00:00;30.03.2025 01:00;46,31;0;0;0;0
30.03.2025 01:00;30.03.2025 03:00;15,89;0;0;0;0
30.03.2025 02:00;30.03.2025 04:00;5,1;0;0;0;0
30.03.2025 03:00;30.03.2025 05:00;1,2;0;0;0;0
30.03.2025 04:00;30.03.2025 06:00;0,09;0;0;0;0
30.03.2025 05:00;30.03.2025 07:00;0,03;0;0,05;0,015;0,001
30.03.2025 06:00;30.03.2025 08:00;0;0,003;0,132;0,187;0,112
30.03.2025 07:00;30.03.2025 09:00;-0,01;0,013;0,18;0,411;0,248
30.03.2025 08:00;30.03.2025 10:00;-0,04;0,023;0,254;0,571;0,371
30.03.2025 09:00;30.03.2025 11:00;-3,47;0,061;0,319;0,626;0,323
30.03.2025 10:00;30.03.2025 12:00;-11,34;0,161;0,273;0,472;0,152
30.03.2025 11:00;30.03.2025 13:00;-18,5;0,247;0,313;0,477;0,097
30.03.2025 12:00;30.03.2025 14:00;-25,76;0,324;0,412;0,553;0,101
30.03.2025 13:00;30.03.2025 15:00;-26,07;0,37;0,399;0,407;0,121
30.03.2025 14:00;30.03.2025 16:00;-12,96;0,34;0,136;0,185;0,196
30.03.2025 15:00;30.03.2025 17:00;-4,01;0,248;0,027;0,071;0,15
30.03.2025 16:00;30.03.2025 18:00;-0,01;0,073;0;0,024;0,036
30.03.2025 17:00;30.03.2025 19:00;14,41;0,003;0;0;0
30.03.2025 18:00;30.03.2025 20:00;60,83;0;0;0;0
30.03.2025 19:00;30.03.2025 21:00;58,86;0;0;0;0
30.03.2025 20:00;30.03.2025 22:00;50,01;0;0;0;0
30.03.2025 21:00;30.03.2025 23:00;61,71;0;0;0;0
30.03.2025 22:00;31.03.2025 00:00;56,44;0;0;0;0
30.03.2025 23:00;31.03.2025 01:00;65,57;0;0;0;0
31.03.2025 00:00;31.03.2025 02:00;63,25;0;0;0;0
31.03.2025 01:00;31.03.2025 03:00;64,41;0;0;0;0
31.03.2025 02:00;31.03.2025 04:00;67,22;0;0;0;0
31.03.2025 03:00;31.03.2025 05:00;68,97;0;0;0;0
31.03.2025 04:00;31.03.2025 06:00;88;0;0;0;0
31.03.2025 05:00;31.03.2025 07:00;109,27;0;0,007;0,011;0,012
31.03.2025 06:00;31.03.2025 08:00;143,54;0,038;0,056;0,094;0,151
31.03.2025 07:00;31.03.2025 09:00;174,23;0,219;0,11;0,157;0,391
31.03.2025 08:00;31.03.2025 10:00;133,17;0,453;0,18;0,401;0,558
31.03.2025 09:00;31.03.2025 11:00;110,27;0,641;0,397;0,452;0,671
31.03.2025 10:00;31.03.2025 12:00;99,04;0,729;0,501;0,509;0,735
31.03.2025 11:00;31.03.2025 13:00;83,54;0,767;0,559;0,558;0,751
31.03.2025 12:00;31.03.2025 14:00;74,1;0,739;0,582;0,594;0,718
31.03.2025 13:00;31.03.2025 15:00;73,58;0,67;0,491;0,537;0,638
31.03.2025 14:00;31.03.2025 16:00;69,55;0,551;0,364;0,416;0,511
31.03.2025 15:00;31.03.2025 17:00;76,24;0,372;0,133;0,247;0,322
31.03.2025 16:00;31.03.2025 18:00;100,83;0,177;0,035;0,073;0,124
31.03.2025 17:00;31.03.2025 19:00;131,57;0,014;0;0;0,003
31.03.2025 18:00;31.03.2025 20:00;183,96;0;0;0;0
31.03.2025 19:00;31.03.2025 21:00;172,73;0;0;0;0
31.03.2025 20:00;31.03.2025 22:00;135,03;0;0;0;0
31.03.2025 21:00;31.03.2025 23:00;115,25;0;0;0;0
31.03.2025 22:00;01.04.2025 00:00;102,34;0;0;0;0
31.03.2025 23:00;01.04.2025 01:00;101,56;0;0;0;0
01.04.2025 00:00;01.04.2025 02:00;95,02;0;0;0;0
01.04.2025 01:00;01.04.2025 03:00;92,91;0;0;0;0
01.04.2025 02:00;01.04.2025 04:00;93,5;0;0;0;0
01.04.2025 03:00;01.04.2025 05:00;91,43;0;0;0;0
01.04.2025 04:00;01.04.2025 06:00;100,71;0;0;0;0
01.04.2025 05:00;01.04.2025 07:00;129,46;0;0,018;0,002;0,022
01.04.2025 06:00;01.04.2025 08:00;179,96;0,047;0,113;0,048;0,186
01.04.2025 07:00;01.04.2025 09:00;159,37;0,161;0,429;0,207;0,404
01.04.2025 08:00;01.04.2025 10:00;108,47;0,49;0,586;0,449;0,566
01.04.2025 09:00;01.04.2025 11:00;86,17;0,667;0,643;0,559;0,676
01.04.2025 10:00;01.04.2025 12:00;70,26;0,735;0,694;0,5;0,738
01.04.2025 11:00;01.04.2025 13:00;53,15;0,72;0,697;0,468;0,752
01.04.2025 12:00;01.04.2025 14:00;11,57;0,661;0,665;0,492;0,719
01.04.2025 13:00;01.04.2025 15:00;10,89;0,578;0,594;0,478;0,64
01.04.2025 14:00;01.04.2025 16:00;26,7;0,487;0,442;0,401;0,514
01.04.2025 15:00;01.04.2025 17:00;65,23;0,342;0,237;0,267;0,338
01.04.2025 16:00;01.04.2025 18:00;82,8;0,16;0,069;0,088;0,143
01.04.2025 17:00;01.04.2025 19:00;122,39;0,017;0;0;0,004
01.04.2025 18:00;01.04.2025 20:00;155,72;0;0;0;0
01.04.2025 19:00;01.04.2025 21:00;138;0;0;0;0
01.04.2025 20:00;01.04.2025 22:00;110,9;0;0;0;0
01.04.2025 21:00;01.04.2025 23:00;95,64;0;0;0;0
01.04.2025 22:00;02.04.2025 00:00;79,45;0;0;0;0
01.04.2025 23:00;02.04.2025 01:00;68,06;0;0;0;0
02.04.2025 00:00;02.04.2025 02:00;66,93;0;0;0;0
02.04.2025 01:00;02.04.2025 03:00;66,8;0;0;0;0
02.04.2025 02:00;02.04.2025 04:00;67,97;0;0;0;0
02.04.2025 03:00;02.04.2025 05:00;68,9;0;0;0;0
02.04.2025 04:00;02.04.2025 06:00;82,18;0;0;0;0
02.04.2025 05:00;02.04.2025 07:00;113,84;0,004;0,008;0,015;0,022
02.04.2025 06:00;02.04.2025 08:00;150,31;0,129;0,06;0,167;0,158
02.04.2025 07:00;02.04.2025 09:00;124,7;0,352;0,177;0,403;0,381
02.04.2025 08:00;02.04.2025 10:00;84,74;0,526;0,43;0,583;0,546
02.04.2025 09:00;02.04.2025 11:00;48,38;0,65;0,681;0,699;0,664
02.04.2025 10:00;02.04.2025 12:00;0;0,706;0,733;0,758;0,727
02.04.2025 11:00;02.04.2025 13:00;-4,92;0,733;0,735;0,768;0,742
02.04.2025 12:00;02.04.2025 14:00;-20,06;0,708;0,69;0,731;0,708
02.04.2025 13:00;02.04.2025 15:00;-21,02;0,633;0,604;0,642;0,633
02.04.2025 14:00;02.04.2025 16:00;-10;0,525;0,468;0,498;0,511
02.04.2025 15:00;02.04.2025 17:00;-1,73;0,363;0,288;0,309;0,344
02.04.2025 16:00;02.04.2025 18:00;15,37;0,166;0,096;0,106;0,151
02.04.2025 17:00;02.04.2025 19:00;88,84;0,017;0;0;0,005
02.04.2025 18:00;02.04.2025 20:00;125,35;0;0;0;0
02.04.2025 19:00;02.04.2025 21:00;114;0;0;0;0
02.04.2025 20:00;02.04.2025 22:00;96,07;0;0;0;0
02.04.2025 21:00;02.04.2025 23:00;82,63;0;0;0;0
02.04.2025 22:00;03.04.2025 00:00;71,43;0;0;0;0
02.04.2025 23:00;03.04.2025 01:00;67;0;0;0;0
03.04.2025 00:00;03.04.2025 02:00;67;0;0;0;0
03.04.2025 01:00;03.04.2025 03:00;67;0;0;0;0
03.04.2025 02:00;03.04.2025 04:00;68,95;0;0;0;0
03.04.2025 03:00;03.04.2025 05:00;71;0;0;0;0
03.04.2025 04:00;03.04.2025 06:00;86,22;0;0;0;0
03.04.2025 05:00;03.04.2025 07:00;129,71;0,005;0,066;0,027;0,027
03.04.2025 06:00;03.04.2025 08:00;162,77;0,14;0,261;0,17;0,202
03.04.2025 07:00;03.04.2025 09:00;133,3;0,348;0,451;0,407;0,398
03.04.2025 08:00;03.04.2025 10:00;79,11;0,521;0,591;0,583;0,555
03.04.2025 09:00;03.04.2025 11:00;40,47;0,649;0,683;0,704;0,666
03.04.2025 10:00;03.04.2025 12:00;-0,16;0,721;0,728;0,761;0,727
03.04.2025 11:00;03.04.2025 13:00;-1,19;0,743;0,728;0,77;0,741
03.04.2025 12:00;03.04.2025 14:00;-8,4;0,721;0,684;0,734;0,711
03.04.2025 13:00;03.04.2025 15:00;-5,85;0,652;0,595;0,652;0,635
03.04.2025 14:00;03.04.2025 16:00;-0,27;0,536;0,46;0,523;0,512
03.04.2025 15:00;03.04.2025 17:00;16,09;0,373;0,273;0,346;0,339
03.04.2025 16:00;03.04.2025 18:00;75;0,182;0,091;0,142;0,148
03.04.2025 17:00;03.04.2025 19:00;138;0,022;0;0,001;0,006
03.04.2025 18:00;03.04.2025 20:00;163,48;0;0;0;0
03.04.2025 19:00;03.04.2025 21:00;155,88;0;0;0;0
03.04.2025 20:00;03.04.2025 22:00;137,03;0;0;0;0
03.04.2025 21:00;03.04.2025 23:00;113,21;0;0;0;0
03.04.2025 22:00;04.04.2025 00:00;104,63;0;0;0;0
03.04.2025 23:00;04.04.2025 01:00;108,34;0;0;0;0
04.04.2025 00:00;04.04.2025 02:00;103,04;0;0;0;0
04.04.2025 01:00;04.04.2025 03:00;102,89;0;0;0;0
04.04.2025 02:00;04.04.2025 04:00;103,61;0;0;0;0
