Start date;End date;Spot-Prices (€/MWh);Solarpark Inden CF (West);Solarpark Weesow-Willmersdorf (East);Solarpark Lauingen (Helmeringen 1, 2 und 3) (South);Solarpark Eggebek (North)
01.01.2025 00:00;01.01.2025 01:00;2,16;0;0;0;0
01.01.2025 01:00;01.01.2025 02:00;1,6;0;0;0;0
01.01.2025 02:00;01.01.2025 03:00;0;0;0;0;0
01.01.2025 03:00;01.01.2025 04:00;-0,01;0;0;0;0
01.01.2025 04:00;01.01.2025 05:00;-0,01;0;0;0;0
01.01.2025 05:00;01.01.2025 06:00;-0,06;0;0;0;0
01.01.2025 06:00;01.01.2025 07:00;-0,09;0;0;0;0
01.01.2025 07:00;01.01.2025 08:00;-0,01;0;0;0,077;0
01.01.2025 08:00;01.01.2025 09:00;-0,01;0,03;0,003;0,333;0
01.01.2025 09:00;01.01.2025 10:00;-0,04;0,056;0,035;0,483;0
01.01.2025 10:00;01.01.2025 11:00;-0,03;0,045;0,076;0,549;0
01.01.2025 11:00;01.01.2025 12:00;-0,1;0,028;0,106;0,548;0
01.01.2025 12:00;01.01.2025 13:00;-0,05;0,034;0,086;0,487;0
01.01.2025 13:00;01.01.2025 14:00;-0,1;0,05;0,028;0,364;0
01.01.2025 14:00;01.01.2025 15:00;-1,01;0,012;0;0,177;0
01.01.2025 15:00;01.01.2025 16:00;-0,01;0;0;0;0
01.01.2025 16:00;01.01.2025 17:00;-0,01;0;0;0;0
01.01.2025 17:00;01.01.2025 18:00;0,07;0;0;0;0
01.01.2025 18:00;01.01.2025 19:00;1,01;0;0;0;0
01.01.2025 19:00;01.01.2025 20:00;1,48;0;0;0;0
01.01.2025 20:00;01.01.2025 21:00;1;0;0;0;0
01.01.2025 21:00;01.01.2025 22:00;0,07;0;0;0;0
01.01.2025 22:00;01.01.2025 23:00;10,05;0;0;0;0
01.01.2025 23:00;02.01.2025 00:00;7,01;0;0;0;0
02.01.2025 00:00;02.01.2025 01:00;2,55;0;0;0;0
02.01.2025 01:00;02.01.2025 02:00;1,56;0;0;0;0
02.01.2025 02:00;02.01.2025 03:00;3,45;0;0;0;0
02.01.2025 03:00;02.01.2025 04:00;7,02;0;0;0;0
02.01.2025 04:00;02.01.2025 05:00;12,75;0;0;0;0
02.01.2025 05:00;02.01.2025 06:00;30,07;0;0;0;0
02.01.2025 06:00;02.01.2025 07:00;67,13;0;0;0;0
02.01.2025 07:00;02.01.2025 08:00;98,83;0;0;0;0
02.01.2025 08:00;02.01.2025 09:00;121,53;0;0,057;0,023;0,031
02.01.2025 09:00;02.01.2025 10:00;127,23;0,027;0,297;0,029;0,076
02.01.2025 10:00;02.01.2025 11:00;126,35;0,055;0,447;0,036;0,081
02.01.2025 11:00;02.01.2025 12:00;119,97;0,081;0,462;0,037;0,076
02.01.2025 12:00;02.01.2025 13:00;115,95;0,161;0,363;0,028;0,061
02.01.2025 13:00;02.01.2025 14:00;113,9;0,125;0,197;0,01;0,032
02.01.2025 14:00;02.01.2025 15:00;122,21;0,037;0,028;0;0,003
02.01.2025 15:00;02.01.2025 16:00;130,11;0;0;0;0
02.01.2025 16:00;02.01.2025 17:00;138,59;0;0;0;0
02.01.2025 17:00;02.01.2025 18:00;152,87;0;0;0;0
02.01.2025 18:00;02.01.2025 19:00;152,94;0;0;0;0
02.01.2025 19:00;02.01.2025 20:00;139,15;0;0;0;0
02.01.2025 20:00;02.01.2025 21:00;130;0;0;0;0
02.01.2025 21:00;02.01.2025 22:00;119,78;0;0;0;0
02.01.2025 22:00;02.01.2025 23:00;113,42;0;0;0;0
02.01.2025 23:00;03.01.2025 00:00;82,47;0;0;0;0
03.01.2025 00:00;03.01.2025 01:00;99,56;0;0;0;0
03.01.2025 01:00;03.01.2025 02:00;87,53;0;0;0;0
03.01.2025 02:00;03.01.2025 03:00;85,01;0;0;0;0
03.01.2025 03:00;03.01.2025 04:00;83,79;0;0;0;0
03.01.2025 04:00;03.01.2025 05:00;77,5;0;0;0;0
03.01.2025 05:00;03.01.2025 06:00;79,88;0;0;0;0
03.01.2025 06:00;03.01.2025 07:00;83,56;0;0;0;0
03.01.2025 07:00;03.01.2025 08:00;78,43;0;0;0,012;0
03.01.2025 08:00;03.01.2025 09:00;82,57;0,025;0,015;0,109;0
03.01.2025 09:00;03.01.2025 10:00;80,76;0,114;0,072;0,211;0,06
03.01.2025 10:00;03.01.2025 11:00;77,64;0,331;0,163;0,323;0,166
03.01.2025 11:00;03.01.2025 12:00;70,48;0,497;0,164;0,385;0,253
03.01.2025 12:00;03.01.2025 13:00;69,94;0,447;0,066;0,318;0,217
03.01.2025 13:00;03.01.2025 14:00;77,8;0,251;0,008;0,131;0,102
03.01.2025 14:00;03.01.2025 15:00;78,81;0,042;0;0,07;0,009
03.01.2025 15:00;03.01.2025 16:00;85,29;0;0;0;0
03.01.2025 16:00;03.01.2025 17:00;105,51;0;0;0;0
03.01.2025 17:00;03.01.2025 18:00;116,66;0;0;0;0
03.01.2025 18:00;03.01.2025 19:00;115,06;0;0;0;0
03.01.2025 19:00;03.01.2025 20:00;114,91;0;0;0;0
03.01.2025 20:00;03.01.2025 21:00;113,3;0;0;0;0
03.01.2025 21:00;03.01.2025 22:00;107,8;0;0;0;0
03.01.2025 22:00;03.01.2025 23:00;98,22;0;0;0;0
03.01.2025 23:00;04.01.2025 00:00;88,57;0;0;0;0
04.01.2025 00:00;04.01.2025 01:00;90,43;0;0;0;0
04.01.2025 01:00;04.01.2025 02:00;90,29;0;0;0;0
04.01.2025 02:00;04.01.2025 03:00;90,2;0;0;0;0
04.01.2025 03:00;04.01.2025 04:00;91,52;0;0;0;0
04.01.2025 04:00;04.01.2025 05:00;95,95;0;0;0;0
04.01.2025 05:00;04.01.2025 06:00;102,11;0;0;0;0
04.01.2025 06:00;04.01.2025 07:00;110,66;0;0;0;0
04.01.2025 07:00;04.01.2025 08:00;119,96;0;0;0,008;0
04.01.2025 08:00;04.01.2025 09:00;128,39;0,001;0,044;0,075;0,003
04.01.2025 09:00;04.01.2025 10:00;130,75;0,018;0,087;0,136;0,027
04.01.2025 10:00;04.01.2025 11:00;130,34;0,045;0,108;0,201;0,05
04.01.2025 11:00;04.01.2025 12:00;128,29;0,049;0,11;0,171;0,051
04.01.2025 12:00;04.01.2025 13:00;130,03;0,045;0,089;0,104;0,043
04.01.2025 13:00;04.01.2025 14:00;129,85;0,032;0,052;0,059;0,023
04.01.2025 14:00;04.01.2025 15:00;136,4;0,018;0,009;0,015;0
04.01.2025 15:00;04.01.2025 16:00;138,72;0;0;0;0
04.01.2025 16:00;04.01.2025 17:00;142;0;0;0;0
04.01.2025 17:00;04.01.2025 18:00;151,24;0;0;0;0
04.01.2025 18:00;04.01.2025 19:00;143,85;0;0;0;0
04.01.2025 19:00;04.01.2025 20:00;137,96;0;0;0;0
04.01.2025 20:00;04.01.2025 21:00;129,49;0;0;0;0
04.01.2025 21:00;04.01.2025 22:00;122,83;0;0;0;0
04.01.2025 22:00;04.01.2025 23:00;118,29;0;0;0;0
04.01.2025 23:00;05.01.2025 00:00;109,49;0;0;0;0
05.01.2025 00:00;05.01.2025 01:00;113,84;0;0;0;0
05.01.2025 01:00;05.01.2025 02:00;100,33;0;0;0;0
05.01.2025 02:00;05.01.2025 03:00;93,61;0;0;0;0
05.01.2025 03:00;05.01.2025 04:00;93,87;0;0;0;0
05.01.2025 04:00;05.01.2025 05:00;89,38;0;0;0;0
05.01.2025 05:00;05.01.2025 06:00;83,55;0;0;0;0
05.01.2025 06:00;05.01.2025 07:00;83,92;0;0;0;0
05.01.2025 07:00;05.01.2025 08:00;82,53;0;0;0;0
05.01.2025 08:00;05.01.2025 09:00;84,05;0;0,008;0,003;0
05.01.2025 09:00;05.01.2025 10:00;89,15;0;0,048;0,025;0,009
05.01.2025 10:00;05.01.2025 11:00;82,95;0,011;0,068;0,049;0,019
05.01.2025 11:00;05.01.2025 12:00;88,82;0,015;0,037;0,21;0,026
05.01.2025 12:00;05.01.2025 13:00;81,66;0,017;0,041;0,229;0,018
05.01.2025 13:00;05.01.2025 14:00;78,39;0,014;0,041;0,141;0,005
05.01.2025 14:00;05.01.2025 15:00;68;0,001;0;0,046;0
05.01.2025 15:00;05.01.2025 16:00;50,64;0;0;0;0
05.01.2025 16:00;05.01.2025 17:00;49,91;0;0;0;0
05.01.2025 17:00;05.01.2025 18:00;66,3;0;0;0;0
05.01.2025 18:00;05.01.2025 19:00;65,05;0;0;0;0
05.01.2025 19:00;05.01.2025 20:00;51,28;0;0;0;0
05.01.2025 20:00;05.01.2025 21:00;36,85;0;0;0;0
05.01.2025 21:00;05.01.2025 22:00;36,8;0;0;0;0
05.01.2025 22:00;05.01.2025 23:00;34,68;0;0;0;0
05.01.2025 23:00;06.01.2025 00:00;28,14;0;0;0;0
06.01.2025 00:00;06.01.2025 01:00;27,52;0;0;0;0
06.01.2025 01:00;06.01.2025 02:00;19,26;0;0;0;0
06.01.2025 02:00;06.01.2025 03:00;11,35;0;0;0;0
06.01.2025 03:00;06.01.2025 04:00;9,2;0;0;0;0
06.01.2025 04:00;06.01.2025 05:00;10;0;0;0;0
06.01.2025 05:00;06.01.2025 06:00;14,81;0;0;0;0
06.01.2025 06:00;06.01.2025 07:00;23,82;0;0;0;0
06.01.2025 07:00;06.01.2025 08:00;31,72;0;0;0,012;0
06.01.2025 08:00;06.01.2025 09:00;41,37;0,007;0,004;0,037;0,007
06.01.2025 09:00;06.01.2025 10:00;36,36;0,04;0,027;0,098;0,027
06.01.2025 10:00;06.01.2025 11:00;34,69;0,325;0,059;0,233;0,04
06.01.2025 11:00;06.01.2025 12:00;32,83;0,42;0,048;0,222;0,041
06.01.2025 12:00;06.01.2025 13:00;31,28;0,124;0,022;0,189;0,026
06.01.2025 13:00;06.01.2025 14:00;28,6;0,033;0,006;0,183;0,008
06.01.2025 14:00;06.01.2025 15:00;25,61;0,028;0;0,096;0,004
06.01.2025 15:00;06.01.2025 16:00;26,32;0;0;0;0
06.01.2025 16:00;06.01.2025 17:00;26,87;0;0;0;0
06.01.2025 17:00;06.01.2025 18:00;31,66;0;0;0;0
06.01.2025 18:00;06.01.2025 19:00;31,58;0;0;0;0
06.01.2025 19:00;06.01.2025 20:00;28,74;0;0;0;0
06.01.2025 20:00;06.01.2025 21:00;26,59;0;0;0;0
06.01.2025 21:00;06.01.2025 22:00;13,82;0;0;0;0
06.01.2025 22:00;06.01.2025 23:00;26,94;0;0;0;0
06.01.2025 23:00;07.01.2025 00:00;12,99;0;0;0;0
07.01.2025 00:00;07.01.2025 01:00;19,07;0;0;0;0
07.01.2025 01:00;07.01.2025 02:00;8,71;0;0;0;0
07.01.2025 02:00;07.01.2025 03:00;8,9;0;0;0;0
07.01.2025 03:00;07.01.2025 04:00;5,01;0;0;0;0
07.01.2025 04:00;07.01.2025 05:00;5,13;0;0;0;0
07.01.2025 05:00;07.01.2025 06:00;5,8;0;0;0;0
07.01.2025 06:00;07.01.2025 07:00;48,86;0;0;0;0
07.01.2025 07:00;07.01.2025 08:00;76,83;0;0,006;0,024;0
07.01.2025 08:00;07.01.2025 09:00;85,08;0,027;0,185;0,164;0,01
07.01.2025 09:00;07.01.2025 10:00;84,24;0,073;0,346;0,334;0,06
07.01.2025 10:00;07.01.2025 11:00;75,25;0,112;0,412;0,477;0,127
07.01.2025 11:00;07.01.2025 12:00;62,8;0,211;0,362;0,519;0,17
07.01.2025 12:00;07.01.2025 13:00;62,44;0,262;0,252;0,473;0,142
07.01.2025 13:00;07.01.2025 14:00;63,9;0,158;0,06;0,298;0,079
07.01.2025 14:00;07.01.2025 15:00;72,56;0,022;0;0,072;0,011
07.01.2025 15:00;07.01.2025 16:00;78,11;0;0;0;0
07.01.2025 16:00;07.01.2025 17:00;79,98;0;0;0;0
07.01.2025 17:00;07.01.2025 18:00;96,03;0;0;0;0
07.01.2025 18:00;07.01.2025 19:00;101,11;0;0;0;0
07.01.2025 19:00;07.01.2025 20:00;86,21;0;0;0;0
07.01.2025 20:00;07.01.2025 21:00;78,01;0;0;0;0
07.01.2025 21:00;07.01.2025 22:00;72,45;0;0;0;0
07.01.2025 22:00;07.01.2025 23:00;72,45;0;0;0;0
07.01.2025 23:00;08.01.2025 00:00;50,04;0;0;0;0
08.01.2025 00:00;08.01.2025 01:00;71,05;0;0;0;0
08.01.2025 01:00;08.01.2025 02:00;68,01;0;0;0;0
08.01.2025 02:00;08.01.2025 03:00;63,34;0;0;0;0
08.01.2025 03:00;08.01.2025 04:00;57,01;0;0;0;0
08.01.2025 04:00;08.01.2025 05:00;66,29;0;0;0;0
08.01.2025 05:00;08.01.2025 06:00;72,07;0;0;0;0
08.01.2025 06:00;08.01.2025 07:00;82,7;0;0;0;0
08.01.2025 07:00;08.01.2025 08:00;100,73;0;0,001;0;0
08.01.2025 08:00;08.01.2025 09:00;128,22;0,016;0,076;0,006;0,007
08.01.2025 09:00;08.01.2025 10:00;108,18;0,045;0,201;0,038;0,035
08.01.2025 10:00;08.01.2025 11:00;94,65;0,057;0,325;0,063;0,064
08.01.2025 11:00;08.01.2025 12:00;100,01;0,063;0,414;0,025;0,077
08.01.2025 12:00;08.01.2025 13:00;89,99;0,058;0,335;0,023;0,065
08.01.2025 13:00;08.01.2025 14:00;97,2;0,056;0,208;0,015;0,037
08.01.2025 14:00;08.01.2025 15:00;110,19;0,006;0,046;0;0,003
08.01.2025 15:00;08.01.2025 16:00;127,8;0;0;0;0
08.01.2025 16:00;08.01.2025 17:00;135,82;0;0;0;0
08.01.2025 17:00;08.01.2025 18:00;155,46;0;0;0;0
08.01.2025 18:00;08.01.2025 19:00;149,23;0;0;0;0
08.01.2025 19:00;08.01.2025 20:00;146,48;0;0;0;0
08.01.2025 20:00;08.01.2025 21:00;136,86;0;0;0;0
08.01.2025 21:00;08.01.2025 22:00;127,86;0;0;0;0
08.01.2025 22:00;08.01.2025 23:00;115,92;0;0;0;0
08.01.2025 23:00;09.01.2025 00:00;103,59;0;0;0;0
09.01.2025 00:00;09.01.2025 01:00;101,44;0;0;0;0
09.01.2025 01:00;09.01.2025 02:00;100;0;0;0;0
09.01.2025 02:00;09.01.2025 03:00;98,77;0;0;0;0
09.01.2025 03:00;09.01.2025 04:00;95,22;0;0;0;0
09.01.2025 04:00;09.01.2025 05:00;98,28;0;0;0;0
09.01.2025 05:00;09.01.2025 06:00;102,65;0;0;0;0
09.01.2025 06:00;09.01.2025 07:00;133,54;0;0;0;0
09.01.2025 07:00;09.01.2025 08:00;148,8;0;0;0,032;0
09.01.2025 08:00;09.01.2025 09:00;164,88;0,005;0,021;0,179;0,001
09.01.2025 09:00;09.01.2025 10:00;156,15;0,031;0,037;0,338;0,019
09.01.2025 10:00;09.01.2025 11:00;147,64;0,047;0,025;0,473;0,038
09.01.2025 11:00;09.01.2025 12:00;140,21;0,061;0,034;0,448;0,046
09.01.2025 12:00;09.01.2025 13:00;128,18;0,116;0,028;0,199;0,05
09.01.2025 13:00;09.01.2025 14:00;121,15;0,122;0,008;0,121;0,026
09.01.2025 14:00;09.01.2025 15:00;123,95;0,02;0;0,051;0
09.01.2025 15:00;09.01.2025 16:00;127,53;0;0;0;0
09.01.2025 16:00;09.01.2025 17:00;123,75;0;0;0;0
09.01.2025 17:00;09.01.2025 18:00;130,91;0;0;0;0
09.01.2025 18:00;09.01.2025 19:00;134,75;0;0;0;0
09.01.2025 19:00;09.01.2025 20:00;125,44;0;0;0;0
09.01.2025 20:00;09.01.2025 21:00;119,23;0;0;0;0
09.01.2025 21:00;09.01.2025 22:00;104,99;0;0;0;0
09.01.2025 22:00;09.01.2025 23:00;101,1;0;0;0;0
09.01.2025 23:00;10.01.2025 00:00;88,19;0;0;0;0
10.01.2025 00:00;10.01.2025 01:00;84,79;0;0;0;0
10.01.2025 01:00;10.01.2025 02:00;80,23;0;0;0;0
10.01.2025 02:00;10.01.2025 03:00;71,29;0;0;0;0
10.01.2025 03:00;10.01.2025 04:00;69,05;0;0;0;0
10.01.2025 04:00;10.01.2025 05:00;69,89;0;0;0;0
10.01.2025 05:00;10.01.2025 06:00;83,9;0;0;0;0
10.01.2025 06:00;10.01.2025 07:00;99,09;0;0;0;0
10.01.2025 07:00;10.01.2025 08:00;123,92;0;0;0,048;0
10.01.2025 08:00;10.01.2025 09:00;139,47;0,064;0,026;0,22;0,021
10.01.2025 09:00;10.01.2025 10:00;136,92;0,155;0,057;0,42;0,108
10.01.2025 10:00;10.01.2025 11:00;123,57;0,338;0,049;0,534;0,244
10.01.2025 11:00;10.01.2025 12:00;113,59;0,492;0,041;0,541;0,324
10.01.2025 12:00;10.01.2025 13:00;107,43;0,51;0,03;0,522;0,266
10.01.2025 13:00;10.01.2025 14:00;105,01;0,396;0,013;0,421;0,176
10.01.2025 14:00;10.01.2025 15:00;110,01;0,213;0;0,194;0,037
10.01.2025 15:00;10.01.2025 16:00;128,69;0,016;0;0,003;0
10.01.2025 16:00;10.01.2025 17:00;134,87;0;0;0;0
10.01.2025 17:00;10.01.2025 18:00;142,56;0;0;0;0
10.01.2025 18:00;10.01.2025 19:00;144,12;0;0;0;0
10.01.2025 19:00;10.01.2025 20:00;141,05;0;0;0;0
10.01.2025 20:00;10.01.2025 21:00;134,82;0;0;0;0
10.01.2025 21:00;10.01.2025 22:00;122,51;0;0;0;0
10.01.2025 22:00;10.01.2025 23:00;119,77;0;0;0;0
10.01.2025 23:00;11.01.2025 00:00;111,71;0;0;0;0
11.01.2025 00:00;11.01.2025 01:00;106,64;0;0;0;0
11.01.2025 01:00;11.01.2025 02:00;98,99;0;0;0;0
11.01.2025 02:00;11.01.2025 03:00;95,71;0;0;0;0
11.01.2025 03:00;11.01.2025 04:00;89,45;0;0;0;0
11.01.2025 04:00;11.01.2025 05:00;88,35;0;0;0;0
11.01.2025 05:00;11.01.2025 06:00;88,4;0;0;0;0
11.01.2025 06:00;11.01.2025 07:00;88,13;0;0;0;0
11.01.2025 07:00;11.01.2025 08:00;94,68;0;0;0,046;0
11.01.2025 08:00;11.01.2025 09:00;107,65;0,032;0,032;0,224;0,156
11.01.2025 09:00;11.01.2025 10:00;103,14;0,103;0,075;0,241;0,352
11.01.2025 10:00;11.01.2025 11:00;101,13;0,181;0,09;0,359;0,456
11.01.2025 11:00;11.01.2025 12:00;99,56;0,197;0,071;0,404;0,479
11.01.2025 12:00;11.01.2025 13:00;96,74;0,203;0,035;0,369;0,428
11.01.2025 13:00;11.01.2025 14:00;93,15;0,144;0,01;0,319;0,297
11.01.2025 14:00;11.01.2025 15:00;94,9;0,047;0;0,158;0,091
11.01.2025 15:00;11.01.2025 16:00;104,89;0;0;0,002;0
11.01.2025 16:00;11.01.2025 17:00;112,12;0;0;0;0
11.01.2025 17:00;11.01.2025 18:00;119,8;0;0;0;0
11.01.2025 18:00;11.01.2025 19:00;122,34;0;0;0;0
11.01.2025 19:00;11.01.2025 20:00;114,85;0;0;0;0
11.01.2025 20:00;11.01.2025 21:00;111,19;0;0;0;0
11.01.2025 21:00;11.01.2025 22:00;104,8;0;0;0;0
11.01.2025 22:00;11.01.2025 23:00;103,07;0;0;0;0
11.01.2025 23:00;12.01.2025 00:00;105,69;0;0;0;0
12.01.2025 00:00;12.01.2025 01:00;83,58;0;0;0;0
12.01.2025 01:00;12.01.2025 02:00;83,79;0;0;0;0
12.01.2025 02:00;12.01.2025 03:00;86,75;0;0;0;0
12.01.2025 03:00;12.01.2025 04:00;84,2;0;0;0;0
12.01.2025 04:00;12.01.2025 05:00;85;0;0;0;0
12.01.2025 05:00;12.01.2025 06:00;83,75;0;0;0;0
12.01.2025 06:00;12.01.2025 07:00;85,9;0;0;0;0
12.01.2025 07:00;12.01.2025 08:00;101,75;0;0,024;0,062;0
12.01.2025 08:00;12.01.2025 09:00;114,67;0,169;0,154;0,289;0,099
12.01.2025 09:00;12.01.2025 10:00;120,07;0,371;0,408;0,529;0,331
12.01.2025 10:00;12.01.2025 11:00;117,77;0,478;0,5;0,619;0,469
12.01.2025 11:00;12.01.2025 12:00;105,61;0,501;0,429;0,639;0,495
12.01.2025 12:00;12.01.2025 13:00;102,99;0,455;0,306;0,592;0,438
12.01.2025 13:00;12.01.2025 14:00;99,61;0,328;0,12;0,471;0,289
12.01.2025 14:00;12.01.2025 15:00;104,74;0,151;0,027;0,26;0,082
12.01.2025 15:00;12.01.2025 16:00;118,7;0,009;0;0,014;0
12.01.2025 16:00;12.01.2025 17:00;132,92;0;0;0;0
12.01.2025 17:00;12.01.2025 18:00;141;0;0;0;0
12.01.2025 18:00;12.01.2025 19:00;146,66;0;0;0;0
12.01.2025 19:00;12.01.2025 20:00;143,66;0;0;0;0
12.01.2025 20:00;12.01.2025 21:00;134,86;0;0;0;0
12.01.2025 21:00;12.01.2025 22:00;127,49;0;0;0;0
12.01.2025 22:00;12.01.2025 23:00;121,2;0;0;0;0
12.01.2025 23:00;13.01.2025 00:00;114,9;0;0;0;0
13.01.2025 00:00;13.01.2025 01:00;112,39;0;0;0;0
13.01.2025 01:00;13.01.2025 02:00;105,07;0;0;0;0
13.01.2025 02:00;13.01.2025 03:00;104,46;0;0;0;0
13.01.2025 03:00;13.01.2025 04:00;100,37;0;0;0;0
13.01.2025 04:00;13.01.2025 05:00;100;0;0;0;0
13.01.2025 05:00;13.01.2025 06:00;110,11;0;0;0;0
13.01.2025 06:00;13.01.2025 07:00;140,28;0;0;0;0
13.01.2025 07:00;13.01.2025 08:00;181,92;0,002;0,023;0,041;0
13.01.2025 08:00;13.01.2025 09:00;223,09;0,184;0,145;0,209;0,039
13.01.2025 09:00;13.01.2025 10:00;174,09;0,444;0,3;0,426;0,062
13.01.2025 10:00;13.01.2025 11:00;141,69;0,58;0,501;0,636;0,07
13.01.2025 11:00;13.01.2025 12:00;115,73;0,612;0,508;0,659;0,07
13.01.2025 12:00;13.01.2025 13:00;104,1;0,578;0,42;0,608;0,089
13.01.2025 13:00;13.01.2025 14:00;103,04;0,474;0,301;0,484;0,089
13.01.2025 14:00;13.01.2025 15:00;104,67;0,285;0,056;0,266;0,02
13.01.2025 15:00;13.01.2025 16:00;138,2;0,041;0;0,02;0
13.01.2025 16:00;13.01.2025 17:00;142,62;0;0;0;0
13.01.2025 17:00;13.01.2025 18:00;149;0;0;0;0
13.01.2025 18:00;13.01.2025 19:00;149;0;0;0;0
13.01.2025 19:00;13.01.2025 20:00;139,73;0;0;0;0
13.01.2025 20:00;13.01.2025 21:00;123,18;0;0;0;0
13.01.2025 21:00;13.01.2025 22:00;120,22;0;0;0;0
13.01.2025 22:00;13.01.2025 23:00;115,57;0;0;0;0
13.01.2025 23:00;14.01.2025 00:00;102,31;0;0;0;0
14.01.2025 00:00;14.01.2025 01:00;106,38;0;0;0;0
14.01.2025 01:00;14.01.2025 02:00;103,7;0;0;0;0
14.01.2025 02:00;14.01.2025 03:00;99,08;0;0;0;0
14.01.2025 03:00;14.01.2025 04:00;97,99;0;0;0;0
14.01.2025 04:00;14.01.2025 05:00;101,88;0;0;0;0
14.01.2025 05:00;14.01.2025 06:00;107,64;0;0;0;0
14.01.2025 06:00;14.01.2025 07:00;123,4;0;0;0;0
14.01.2025 07:00;14.01.2025 08:00;156,62;0,009;0,01;0,065;0
14.01.2025 08:00;14.01.2025 09:00;184,03;0,207;0,06;0,33;0
14.01.2025 09:00;14.01.2025 10:00;151,86;0,341;0,066;0,555;0,001
14.01.2025 10:00;14.01.2025 11:00;117,62;0,373;0,037;0,64;0,011
14.01.2025 11:00;14.01.2025 12:00;109,31;0,47;0,019;0,648;0,007
14.01.2025 12:00;14.01.2025 13:00;103,11;0,494;0,009;0,572;0,005
14.01.2025 13:00;14.01.2025 14:00;108,11;0,387;0;0,397;0,005
14.01.2025 14:00;14.01.2025 15:00;115,35;0,146;0;0,214;0
14.01.2025 15:00;14.01.2025 16:00;125,35;0;0;0,02;0
14.01.2025 16:00;14.01.2025 17:00;141,97;0;0;0;0
14.01.2025 17:00;14.01.2025 18:00;165,86;0;0;0;0
14.01.2025 18:00;14.01.2025 19:00;170,07;0;0;0;0
14.01.2025 19:00;14.01.2025 20:00;158,38;0;0;0;0
14.01.2025 20:00;14.01.2025 21:00;135,46;0;0;0;0
14.01.2025 21:00;14.01.2025 22:00;117,69;0;0;0;0
14.01.2025 22:00;14.01.2025 23:00;121;0;0;0;0
14.01.2025 23:00;15.01.2025 00:00;121,76;0;0;0;0
15.01.2025 00:00;15.01.2025 01:00;108,28;0;0;0;0
15.01.2025 01:00;15.01.2025 02:00;107,72;0;0;0;0
15.01.2025 02:00;15.01.2025 03:00;108,41;0;0;0;0
15.01.2025 03:00;15.01.2025 04:00;108,04;0;0;0;0
15.01.2025 04:00;15.01.2025 05:00;108,75;0;0;0;0
15.01.2025 05:00;15.01.2025 06:00;114,92;0;0;0;0
15.01.2025 06:00;15.01.2025 07:00;134,49;0;0;0;0
15.01.2025 07:00;15.01.2025 08:00;191,79;0;0;0;0
15.01.2025 08:00;15.01.2025 09:00;307,24;0,003;0,011;0,012;0,026
15.01.2025 09:00;15.01.2025 10:00;315,02;0,022;0,031;0,037;0,042
15.01.2025 10:00;15.01.2025 11:00;311,03;0,04;0,058;0,058;0,051
15.01.2025 11:00;15.01.2025 12:00;304,8;0,053;0,088;0,084;0,067
15.01.2025 12:00;15.01.2025 13:00;311,02;0,05;0,103;0,093;0,092
15.01.2025 13:00;15.01.2025 14:00;309,34;0,034;0,054;0,076;0,04
15.01.2025 14:00;15.01.2025 15:00;285,83;0,01;0,007;0,031;0
15.01.2025 15:00;15.01.2025 16:00;301,74;0;0;0;0
15.01.2025 16:00;15.01.2025 17:00;333,52;0;0;0;0
15.01.2025 17:00;15.01.2025 18:00;377,99;0;0;0;0
15.01.2025 18:00;15.01.2025 19:00;324,74;0;0;0;0
15.01.2025 19:00;15.01.2025 20:00;270,09;0;0;0;0
15.01.2025 20:00;15.01.2025 21:00;181,66;0;0;0;0
15.01.2025 21:00;15.01.2025 22:00;150,87;0;0;0;0
15.01.2025 22:00;15.01.2025 23:00;141,16;0;0;0;0
15.01.2025 23:00;16.01.2025 00:00;123,9;0;0;0;0
16.01.2025 00:00;16.01.2025 01:00;126,33;0;0;0;0
16.01.2025 01:00;16.01.2025 02:00;119,12;0;0;0;0
16.01.2025 02:00;16.01.2025 03:00;117,62;0;0;0;0
16.01.2025 03:00;16.01.2025 04:00;115,03;0;0;0;0
16.01.2025 04:00;16.01.2025 05:00;115,75;0;0;0;0
16.01.2025 05:00;16.01.2025 06:00;123,27;0;0;0;0
16.01.2025 06:00;16.01.2025 07:00;138,7;0;0;0;0
16.01.2025 07:00;16.01.2025 08:00;173,04;0;0,002;0,03;0
16.01.2025 08:00;16.01.2025 09:00;199,65;0,129;0,047;0,152;0
16.01.2025 09:00;16.01.2025 10:00;175;0,311;0,092;0,368;0,007
16.01.2025 10:00;16.01.2025 11:00;151,9;0,504;0,144;0,59;0,014
16.01.2025 11:00;16.01.2025 12:00;140,64;0,574;0,134;0,616;0,014
16.01.2025 12:00;16.01.2025 13:00;131,13;0,549;0,131;0,568;0,011
16.01.2025 13:00;16.01.2025 14:00;130,58;0,448;0,072;0,448;0,004
16.01.2025 14:00;16.01.2025 15:00;138,42;0,266;0,011;0,239;0
16.01.2025 15:00;16.01.2025 16:00;163,04;0,046;0;0,009;0
16.01.2025 16:00;16.01.2025 17:00;179,2;0;0;0;0
16.01.2025 17:00;16.01.2025 18:00;191,56;0;0;0;0
16.01.2025 18:00;16.01.2025 19:00;184,32;0;0;0;0
16.01.2025 19:00;16.01.2025 20:00;179,97;0;0;0;0
16.01.2025 20:00;16.01.2025 21:00;159,6;0;0;0;0
16.01.2025 21:00;16.01.2025 22:00;141,6;0;0;0;0
16.01.2025 22:00;16.01.2025 23:00;135,29;0;0;0;0
