# Region:;Inden_CF
# Optimized PV Capacity (kW):;2012.07
# Optimized Battery Capacity (kWh):;-0.00
Time;Market_Spot_Price_EUR_per_kWh;PV_Generation_kW;Battery_Charge_kW;Battery_Discharge_kW;State_of_Charge_kWh;Sell_from_PV_kW;Sell_from_Batt_kW
2197;-0,02102;-0,0;0,0;0,0;-0,0;0,0;-0,0
2198;-0,01;-0,0;0,0;0,0;-0,0;0,0;-0,0
2199;-0,00173;-0,0;0,0;0,0;-0,0;0,0;-0,0
2200;0,01537;334,0040241448692;0,0;0,0;-0,0;334,0040241448692;-0,0
2201;0,08884;34,205231388329985;-0,0;0,0;-0,0;34,205231388329985;-0,0
2202;0,12535;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2203;0,114;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2204;0,09606999999999999;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2205;0,08263;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2206;0,07143000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2207;0,067;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2208;0,067;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2209;0,067;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2210;0,06895;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2211;0,071;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2212;0,08622;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2213;0,12971000000000002;10,060362173038229;0,0;-0,0;-0,0;10,060362173038229;-0,0
2214;0,16277;281,69014084507046;0,0;-0,0;-0,0;281,69014084507046;-0,0
2215;0,1333;700,2012072434607;0,0;-0,0;-0,0;700,2012072434607;-0,0
2216;0,07911;1048,2897384305836;0,0;-0,0;-0,0;1048,2897384305836;-0,0
2217;0,04047;1305,8350100603623;0,0;0,0;-0,0;1305,8350100603623;-0,0
2218;-0,00016;-0,0;0,0;0,0;-0,0;0,0;-0,0
2219;-0,0011899999999999999;-0,0;0,0;0,0;-0,0;0,0;-0,0
2220;-0,008400000000000001;-0,0;0,0;0,0;-0,0;0,0;-0,0
2221;-0,005849999999999999;-0,0;0,0;0,0;-0,0;0,0;-0,0
2222;-0,00027;-0,0;0,0;0,0;-0,0;0,0;-0,0
2223;0,01609;750,5030181086519;0,0;-0,0;-0,0;750,5030181086519;-0,0
2224;0,075;366,19718309859155;0,0;-0,0;-0,0;366,19718309859155;-0,0
2225;0,138;44,265593561368206;0,0;0,0;-0,0;44,265593561368206;-0,0
2226;0,16348;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2227;0,15588;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2228;0,13703;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2229;0,11320999999999999;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2230;0,10463;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2231;0,10834;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2232;0,10304;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2233;0,10289;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2234;0,10361;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2235;0,10595;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2236;0,11255;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2237;0,15267;12,072434607645876;0,0;-0,0;-0,0;12,072434607645876;-0,0
2238;0,18017;331,99195171026156;0,0;-0,0;-0,0;331,99195171026156;-0,0
2239;0,1394;740,4426559356136;0,0;-0,0;-0,0;740,4426559356136;-0,0
2240;0,09568;1078,4708249496982;0,0;-0,0;-0,0;1078,4708249496982;-0,0
2241;0,065;1309,8591549295775;0,0;-0,0;-0,0;1309,8591549295775;-0,0
2242;0,00782;1444,6680080482897;0,0;-0,0;-0,0;1444,6680080482897;-0,0
2243;0,0;-0,0;0,0;0,0;-0,0;0,0;-0,0
2244;-0,00131;-0,0;0,0;0,0;-0,0;0,0;-0,0
2245;-0,00121;-0,0;0,0;0,0;-0,0;0,0;-0,0
2246;-0,00013000000000000002;-0,0;0,0;0,0;-0,0;0,0;-0,0
2247;0,0297;754,5271629778672;0,0;-0,0;-0,0;754,5271629778672;-0,0
2248;0,07987000000000001;370,2213279678068;0,0;-0,0;-0,0;370,2213279678068;-0,0
2249;0,12635;48,289738430583505;0,0;-0,0;-0,0;48,289738430583505;-0,0
2250;0,16763999999999998;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2251;0,15599000000000002;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2252;0,12067;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2253;0,10615000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2254;0,09697;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2255;0,10923000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2256;0,10276;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2257;0,09939;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2258;0,0994;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2259;0,09831000000000001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2260;0,0975;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2261;0,10298;14,084507042253522;0,0;0,0;-0,0;14,084507042253522;-0,0
2262;0,10590000000000001;299,7987927565392;0,0;-0,0;-0,0;299,7987927565392;-0,0
2263;0,0983;724,3460764587525;0,0;-0,0;-0,0;724,3460764587525;-0,0
2264;0,057159999999999996;1070,4225352112676;0,0;-0,0;-0,0;1070,4225352112676;-0,0
2265;0,00066;1317,907444668008;0,0;-0,0;-0,0;1317,907444668008;-0,0
2266;-0,00094;-0,0;0,0;0,0;-0,0;0,0;-0,0
2267;-0,02409;-0,0;0,0;0,0;-0,0;0,0;-0,0
2268;-0,047729999999999995;-0,0;0,0;0,0;-0,0;0,0;-0,0
2269;-0,049100000000000005;-0,0;0,0;0,0;-0,0;0,0;-0,0
2270;-0,02991;-0,0;0,0;0,0;-0,0;0,0;-0,0
2271;-0,0043;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2272;0,0;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2273;0,07;46,27766599597585;-0,0;0,0;-0,0;46,27766599597585;-0,0
2274;0,0994;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2275;0,0989;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2276;0,08425;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2277;0,07898999999999999;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2278;0,06875;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2279;0,07045;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2280;0,061;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2281;0,06272;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2282;0,06828000000000001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2283;0,06995;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2284;0,07743000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2285;0,07654000000000001;18,10865191146881;0,0;0,0;-0,0;18,10865191146881;-0,0
2286;0,07811;380,28169014084506;0,0;-0,0;-0,0;380,28169014084506;-0,0
2287;0,04179;814,8893360160966;-0,0;0,0;-0,0;814,8893360160966;-0,0
2288;0,0001;1175,050301810865;0,0;-0,0;-0,0;1175,050301810865;-0,0
2289;-0,002;-0,0;0,0;0,0;-0,0;0,0;-0,0
2290;-0,027559999999999998;-0,0;0,0;0,0;-0,0;0,0;-0,0
2291;-0,06001;-0,0;0,0;0,0;-0,0;0,0;-0,0
2292;-0,10631;-0,0;0,0;0,0;-0,0;0,0;-0,0
2293;-0,11456999999999999;-0,0;0,0;0,0;-0,0;0,0;-0,0
2294;-0,07;-0,0;0,0;0,0;-0,0;0,0;-0,0
2295;-0,018949999999999998;-0,0;0,0;0,0;-0,0;0,0;-0,0
2296;0,00176;420,523138832998;0,0;-0,0;-0,0;420,523138832998;-0,0
2297;0,11241;60,36217303822937;0,0;-0,0;-0,0;60,36217303822937;-0,0
2298;0,13156;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2299;0,13290000000000002;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2300;0,12138;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2301;0,11184000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2302;0,10003000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2303;0,08671;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2304;0,085;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2305;0,08173;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2306;0,08353000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2307;0,08545;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2308;0,09874;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2309;0,1311;22,132796780684103;0,0;0,0;-0,0;22,132796780684103;-0,0
2310;0,17597;372,2334004024145;0,0;-0,0;-0,0;372,2334004024145;-0,0
2311;0,14461000000000002;796,7806841046278;0,0;-0,0;-0,0;796,7806841046278;-0,0
2312;0,1071;1148,8933601609656;0,0;-0,0;-0,0;1148,8933601609656;-0,0
2313;0,08337;1406,4386317907445;0,0;-0,0;-0,0;1406,4386317907445;-0,0
2314;0,065;1551,307847082495;0,0;-0,0;-0,0;1551,307847082495;-0,0
2315;0,011800000000000001;1595,5734406438633;0,0;-0,0;-0,0;1595,5734406438633;-0,0
2316;0,00219;1547,2837022132796;-0,0;0,0;-0,0;1547,2837022132796;-0,0
2317;0,00394;1404,4265593561367;0,0;-0,0;-0,0;1404,4265593561367;-0,0
2318;0,06098;1164,9899396378269;0,0;-0,0;-0,0;1164,9899396378269;-0,0
2319;0,072;830,9859154929577;0,0;-0,0;-0,0;830,9859154929577;-0,0
2320;0,10243000000000001;428,57142857142856;0,0;-0,0;-0,0;428,57142857142856;-0,0
2321;0,1276;66,39839034205231;0,0;-0,0;-0,0;66,39839034205231;-0,0
2322;0,16845;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2323;0,16505;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2324;0,1382;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2325;0,12102;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2326;0,10521;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2327;0,09493;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2328;0,08782999999999999;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2329;0,08906;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2330;0,08990000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2331;0,09162000000000001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2332;0,10573;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2333;0,14296999999999999;28,169014084507044;0,0;-0,0;-0,0;28,169014084507044;-0,0
2334;0,18055000000000002;344,06438631790746;0,0;-0,0;-0,0;344,06438631790746;-0,0
2335;0,13677;730,3822937625754;0,0;-0,0;-0,0;730,3822937625754;-0,0
2336;0,09129999999999999;1050,301810865191;0,0;-0,0;-0,0;1050,301810865191;-0,0
2337;0,07647;1291,7505030181087;0,0;0,0;-0,0;1291,7505030181087;-0,0
2338;0,061090000000000005;1424,5472837022132;0,0;-0,0;-0,0;1424,5472837022132;-0,0
2339;0,01957;1448,692152917505;0,0;-0,0;-0,0;1448,692152917505;-0,0
2340;0,016829999999999998;1384,3058350100603;0,0;-0,0;-0,0;1384,3058350100603;-0,0
2341;0,02859;1241,4486921529174;0,0;0,0;-0,0;1241,4486921529174;-0,0
2342;0,05747;1020,1207243460765;-0,0;0,0;-0,0;1020,1207243460765;-0,0
2343;0,07332999999999999;694,1649899396377;0,0;-0,0;-0,0;694,1649899396377;-0,0
2344;0,09034;325,95573440643864;0,0;-0,0;-0,0;325,95573440643864;-0,0
2345;0,11826;54,325955734406435;0,0;-0,0;-0,0;54,325955734406435;-0,0
2346;0,1804;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2347;0,17131;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2348;0,14;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2349;0,12047;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2350;0,10512;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2351;0,10499;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2352;0,09598999999999999;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2353;0,09467;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2354;0,09445;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2355;0,09579;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2356;0,10945;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2357;0,15268;16,096579476861166;0,0;-0,0;-0,0;16,096579476861166;-0,0
2358;0,17556;193,15895372233402;0,0;-0,0;-0,0;193,15895372233402;-0,0
2359;0,13156;609,6579476861167;0,0;-0,0;-0,0;609,6579476861167;-0,0
2360;0,09951;1070,4225352112676;0,0;-0,0;-0,0;1070,4225352112676;-0,0
2361;0,08270999999999999;1338,0281690140846;0,0;0,0;-0,0;1338,0281690140846;-0,0
2362;0,05969;1478,8732394366198;0,0;-0,0;-0,0;1478,8732394366198;-0,0
2363;0,013609999999999999;1523,138832997988;0,0;-0,0;-0,0;1523,138832997988;-0,0
2364;0,006719999999999999;1478,8732394366198;-0,0;0,0;-0,0;1478,8732394366198;-0,0
2365;0,013269999999999999;1340,0402414486923;0,0;-0,0;-0,0;1340,0402414486923;-0,0
2366;0,03487;1108,6519114688128;0,0;-0,0;-0,0;1108,6519114688128;-0,0
2367;0,06298;774,6478873239437;0,0;-0,0;-0,0;774,6478873239437;-0,0
2368;0,0835;390,3420523138833;0,0;-0,0;-0,0;390,3420523138833;-0,0
2369;0,10348;68,41046277665997;0,0;-0,0;-0,0;68,41046277665997;-0,0
2370;0,13157;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2371;0,13873;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2372;0,11123000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2373;0,10194;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2374;0,09851;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2375;0,09290000000000001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2376;0,08954999999999999;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2377;0,0889;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2378;0,08792;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2379;0,09;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2380;0,09754;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2381;0,13244;12,072434607645876;0,0;0,0;-0,0;12,072434607645876;-0,0
2382;0,17059;136,82092555331994;0,0;-0,0;-0,0;136,82092555331994;-0,0
2383;0,13544;412,4748490945674;0,0;-0,0;-0,0;412,4748490945674;-0,0
2384;0,1024;746,4788732394366;0,0;-0,0;-0,0;746,4788732394366;-0,0
2385;0,08571;1299,7987927565393;0,0;-0,0;-0,0;1299,7987927565393;-0,0
2386;0,06634000000000001;1492,957746478873;0,0;0,0;-0,0;1492,957746478873;-0,0
2387;0,03495;1547,2837022132796;0,0;-0,0;-0,0;1547,2837022132796;-0,0
2388;0,00218;1496,9818913480885;0,0;-0,0;-0,0;1496,9818913480885;-0,0
2389;8e-05;1358,148893360161;0,0;-0,0;-0,0;1358,148893360161;-0,0
2390;0,0011799999999999998;1128,7726358148893;0,0;-0,0;-0,0;1128,7726358148893;-0,0
2391;0,054439999999999995;802,8169014084507;0,0;-0,0;-0,0;802,8169014084507;-0,0
2392;0,07;416,49899396378265;-0,0;0,0;-0,0;416,49899396378265;-0,0
2393;0,10168;76,45875251509054;0,0;-0,0;-0,0;76,45875251509054;-0,0
2394;0,14042;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2395;0,13717;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2396;0,09756000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2397;0,09204999999999999;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2398;0,08111;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2399;0,06531999999999999;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2400;0,06075;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2401;0,05844;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2402;0,05843;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2403;0,06193;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2404;0,07199;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2405;0,0942;40,241448692152915;0,0;-0,0;-0,0;40,241448692152915;-0,0
2406;0,1114;358,14889336016097;0,0;-0,0;-0,0;358,14889336016097;-0,0
2407;0,0859;768,6116700201208;-0,0;0,0;-0,0;768,6116700201208;-0,0
2408;0,05889;1118,7122736418512;0,0;-0,0;-0,0;1118,7122736418512;-0,0
2409;0,01131;1360,1609657947686;0,0;0,0;-0,0;1360,1609657947686;-0,0
2410;0,0;-0,0;0,0;0,0;-0,0;0,0;-0,0
2411;-0,003;-0,0;0,0;0,0;-0,0;0,0;-0,0
2412;-0,0049900000000000005;-0,0;0,0;0,0;-0,0;0,0;-0,0
2413;-0,00361;-0,0;0,0;0,0;-0,0;0,0;-0,0
2414;-0,0001;-0,0;0,0;0,0;-0,0;0,0;-0,0
2415;0,0;-0,0;0,0;0,0;-0,0;0,0;-0,0
2416;0,07015;346,07645875251507;0,0;-0,0;-0,0;346,07645875251507;-0,0
2417;0,11069;64,38631790744466;0,0;0,0;-0,0;64,38631790744466;-0,0
2418;0,13340000000000002;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2419;0,155;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2420;0,13046000000000002;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2421;0,1191;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2422;0,10549;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2423;0,10784;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2424;0,10441;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2425;0,10093;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2426;0,09815;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2427;0,09899;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2428;0,09908;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2429;0,10442;42,25352112676057;0,0;-0,0;-0,0;42,25352112676057;-0,0
2430;0,09974;348,0885311871227;0,0;-0,0;-0,0;348,0885311871227;-0,0
2431;0,09548999999999999;746,4788732394366;0,0;-0,0;-0,0;746,4788732394366;-0,0
2432;0,06726;1082,4949698189134;0,0;-0,0;-0,0;1082,4949698189134;-0,0
2433;0,02019;1327,9678068410462;0,0;-0,0;-0,0;1327,9678068410462;-0,0
2434;0,0;-0,0;0,0;0,0;-0,0;0,0;-0,0
2435;-0,00923;-0,0;0,0;0,0;-0,0;0,0;-0,0
2436;-0,04004;-0,0;0,0;0,0;-0,0;0,0;-0,0
2437;-0,04201;-0,0;0,0;0,0;-0,0;0,0;-0,0
2438;-0,01868;-0,0;0,0;0,0;-0,0;0,0;-0,0
2439;-8e-05;-0,0;0,0;0,0;-0,0;0,0;-0,0
2440;0,05947;418,5110663983903;0,0;-0,0;-0,0;418,5110663983903;-0,0
2441;0,11131;80,48289738430583;0,0;-0,0;-0,0;80,48289738430583;-0,0
2442;0,15006;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2443;0,12089;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2444;0,091;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2445;0,08627;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2446;0,06427;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2447;0,06399;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2448;0,056;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2449;0,04236;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2450;0,0295;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2451;0,032060000000000005;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2452;0,03448;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2453;0,02941;16,096579476861166;0,0;0,0;-0,0;16,096579476861166;-0,0
2454;0,02775;195,17102615694165;0,0;-0,0;-0,0;195,17102615694165;-0,0
2455;0,01287;428,57142857142856;0,0;-0,0;-0,0;428,57142857142856;-0,0
2456;0,00843;440,64386317907446;0,0;-0,0;0,0;440,64386317907446;-0,0
2457;0,0;-0,0;0,0;0,0;-0,0;0,0;-0,0
2458;-2e-05;-0,0;0,0;0,0;-0,0;0,0;-0,0
2459;-0,00302;-0,0;0,0;0,0;0,0;0,0;-0,0
2460;-0,01884;-0,0;0,0;0,0;-0,0;0,0;-0,0
2461;-0,02538;-0,0;0,0;0,0;-0,0;0,0;-0,0
2462;-0,00993;-0,0;0,0;0,0;0,0;0,0;-0,0
2463;-1e-05;-0,0;0,0;0,0;-0,0;0,0;-0,0
2464;0,01756;120,72434607645874;0,0;-0,0;-0,0;120,72434607645874;-0,0
2465;0,09863;48,289738430583505;0,0;-0,0;-0,0;48,289738430583505;-0,0
2466;0,12065000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2467;0,11801;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2468;0,10806;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2469;0,10335;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2470;0,09498000000000001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2471;0,08756;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2472;0,08269;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2473;0,08211;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2474;0,08229;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2475;0,08452;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2476;0,09709999999999999;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2477;0,12434;40,241448692152915;0,0;-0,0;-0,0;40,241448692152915;-0,0
2478;0,15203;277,66599597585514;0,0;-0,0;-0,0;277,66599597585514;-0,0
2479;0,1437;702,2132796780684;0,0;-0,0;-0,0;702,2132796780684;-0,0
2480;0,1047;1080,482897384306;0,0;-0,0;-0,0;1080,482897384306;-0,0
2481;0,09101999999999999;1311,8712273641852;0,0;-0,0;-0,0;1311,8712273641852;-0,0
2482;0,07707;1430,5835010060362;0,0;0,0;-0,0;1430,5835010060362;-0,0
2483;0,06235;1466,8008048289737;0,0;-0,0;-0,0;1466,8008048289737;-0,0
2484;0,06164;1428,5714285714284;0,0;0,0;-0,0;1428,5714285714284;-0,0
2485;0,06436;1311,8712273641852;0,0;-0,0;-0,0;1311,8712273641852;-0,0
2486;0,07529000000000001;1100,6036217303824;0,0;-0,0;-0,0;1100,6036217303824;-0,0
2487;0,0846;790,7444668008048;0,0;-0,0;-0,0;790,7444668008048;-0,0
2488;0,09702;420,523138832998;0,0;-0,0;-0,0;420,523138832998;-0,0
2489;0,11935;86,51911468812877;-0,0;0,0;-0,0;86,51911468812877;-0,0
2490;0,18;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2491;0,14061;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2492;0,10283;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2493;0,08259;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2494;0,076;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2495;0,07293000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2496;0,0732;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2497;0,06738;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2498;0,06429;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2499;0,0663;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2500;0,07042;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2501;0,08303;58,35010060362173;0,0;0,0;-0,0;58,35010060362173;-0,0
2502;0,09698999999999999;295,7746478873239;0,0;-0,0;-0,0;295,7746478873239;-0,0
2503;0,09856000000000001;557,344064386318;0,0;-0,0;-0,0;557,344064386318;-0,0
2504;0,065;847,0824949698189;0,0;-0,0;-0,0;847,0824949698189;-0,0
2505;0,04893;1148,8933601609656;0,0;-0,0;-0,0;1148,8933601609656;-0,0
2506;0,00292;1189,1348088531186;0,0;-0,0;-0,0;1189,1348088531186;-0,0
2507;8e-05;810,8651911468813;0,0;0,0;-0,0;810,8651911468813;-0,0
2508;0,0;-0,0;0,0;0,0;-0,0;0,0;-0,0
2509;0,0001;193,15895372233402;0,0;-0,0;-0,0;193,15895372233402;-0,0
2510;0,02927;171,0261569416499;-0,0;0,0;-0,0;171,0261569416499;-0,0
2511;0,06808;128,77263581488933;0,0;-0,0;-0,0;128,77263581488933;-0,0
2512;0,08657;114,68812877263582;0,0;-0,0;-0,0;114,68812877263582;-0,0
2513;0,10528;60,36217303822937;0,0;0,0;-0,0;60,36217303822937;-0,0
2514;0,13358;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2515;0,14154;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2516;0,11058;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2517;0,10221;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2518;0,09376000000000001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2519;0,08801;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2520;0,08204;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2521;0,08220000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2522;0,0814;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2523;0,08299;-0,0;-0,0;0,0;-0,0;0,0;-0,0
2524;0,0994;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2525;0,121;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2526;0,13513999999999998;68,41046277665997;0,0;-0,0;-0,0;68,41046277665997;-0,0
2527;0,10994;193,15895372233402;0,0;-0,0;-0,0;193,15895372233402;-0,0
2528;0,09481999999999999;199,19517102615694;0,0;-0,0;-0,0;199,19517102615694;-0,0
2529;0,07975;185,1106639839034;0,0;-0,0;-0,0;185,1106639839034;-0,0
2530;0,06408;217,30382293762574;0,0;0,0;-0,0;217,30382293762574;-0,0
2531;0,0353;259,5573440643863;0,0;-0,0;-0,0;259,5573440643863;-0,0
2532;0,0224;350,10060362173033;-0,0;0,0;-0,0;350,10060362173033;-0,0
2533;0,02494;362,17303822937623;-0,0;0,0;-0,0;362,17303822937623;-0,0
2534;0,055;295,7746478873239;0,0;-0,0;-0,0;295,7746478873239;-0,0
2535;0,068;199,19517102615694;0,0;0,0;-0,0;199,19517102615694;-0,0
2536;0,09315999999999999;120,72434607645874;0,0;-0,0;-0,0;120,72434607645874;-0,0
2537;0,118;28,169014084507044;0,0;-0,0;-0,0;28,169014084507044;-0,0
2538;0,14652;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2539;0,13648;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2540;0,121;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2541;0,10969;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2542;0,09859;-0,0;0,0;0,0;-0,0;-0,0;-0,0
2543;0,08899;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
