# Region:;Inden_CF
# Optimized PV Capacity (kW):;2012.07
# Optimized Battery Capacity (kWh):;-0.00
Time;Market_Spot_Price_EUR_per_kWh;PV_Generation_kW;Battery_Charge_kW;Battery_Discharge_kW;State_of_Charge_kWh;Sell_from_PV_kW;Sell_from_Batt_kW
0;0,00216;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
1;0,0016;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
2;0,0;0,0;0,0;0,0;-0,0;-0,0;-0,0
3;-1e-05;0,0;-0,0;0,0;-0,0;0,0;-0,0
4;-1e-05;0,0;-0,0;0,0;-0,0;0,0;-0,0
5;-5,9999999999999995e-05;0,0;-0,0;0,0;-0,0;0,0;-0,0
6;-8,999999999999999e-05;0,0;-0,0;0,0;-0,0;0,0;-0,0
7;-1e-05;0,0;-0,0;0,0;-0,0;0,0;-0,0
8;-1e-05;-0,0;0,0;0,0;-0,0;0,0;-0,0
9;-4e-05;-0,0;0,0;0,0;-0,0;0,0;-0,0
10;-2,9999999999999997e-05;-0,0;0,0;0,0;-0,0;0,0;-0,0
11;-0,0001;-0,0;0,0;0,0;-0,0;0,0;-0,0
12;-5e-05;-0,0;0,0;0,0;0,0;0,0;-0,0
13;-0,0001;-0,0;0,0;0,0;-0,0;0,0;-0,0
14;-0,00101;-0,0;0,0;0,0;-0,0;0,0;-0,0
15;-1e-05;0,0;-0,0;0,0;-0,0;0,0;-0,0
16;-1e-05;-0,0;-0,0;0,0;-0,0;0,0;-0,0
17;7,000000000000001e-05;-0,0;-0,0;0,0;-0,0;0,0;-0,0
18;0,00101;-0,0;-0,0;0,0;-0,0;0,0;-0,0
19;0,00148;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
20;0,001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
21;7,000000000000001e-05;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
22;0,01005;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
23;0,00701;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
24;0,0025499999999999997;-0,0;-0,0;0,0;-0,0;0,0;-0,0
25;0,00156;-0,0;-0,0;0,0;-0,0;0,0;-0,0
26;0,0034500000000000004;-0,0;-0,0;0,0;-0,0;0,0;-0,0
27;0,007019999999999999;-0,0;-0,0;0,0;-0,0;0,0;-0,0
28;0,01275;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
29;0,03007;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
30;0,06713;-0,0;-0,0;0,0;-0,0;0,0;-0,0
31;0,09883;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
32;0,12153;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
33;0,12723;54,325955734406435;0,0;-0,0;-0,0;54,325955734406435;-0,0
34;0,12635;110,66398390342052;0,0;0,0;-0,0;110,66398390342052;-0,0
35;0,11997;162,97786720321932;0,0;0,0;-0,0;162,97786720321932;-0,0
36;0,11595;323,943661971831;0,0;0,0;-0,0;323,943661971831;-0,0
37;0,1139;251,50905432595573;-0,0;0,0;-0,0;251,50905432595573;-0,0
38;0,12221;74,44668008048289;-0,0;0,0;-0,0;74,44668008048289;-0,0
39;0,13011;-0,0;-0,0;0,0;-0,0;0,0;-0,0
40;0,13859;-0,0;0,0;0,0;-0,0;-0,0;-0,0
41;0,15287;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
42;0,15294;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
43;0,13915;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
44;0,13;-0,0;0,0;0,0;-0,0;-0,0;-0,0
45;0,11978;-0,0;0,0;0,0;-0,0;-0,0;-0,0
46;0,11342;-0,0;-0,0;0,0;-0,0;0,0;-0,0
47;0,08247;-0,0;-0,0;0,0;-0,0;0,0;-0,0
48;0,09956;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
49;0,08753;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
50;0,08501;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
51;0,08379;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
52;0,0775;-0,0;0,0;0,0;-0,0;-0,0;-0,0
53;0,07987999999999999;-0,0;0,0;0,0;-0,0;-0,0;-0,0
54;0,08356;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
55;0,07843000000000001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
56;0,08256999999999999;50,30181086519115;0,0;-0,0;-0,0;50,30181086519115;-0,0
57;0,08076;229,37625754527164;0,0;-0,0;-0,0;229,37625754527164;-0,0
58;0,07764;665,9959758551308;0,0;-0,0;-0,0;665,9959758551308;-0,0
59;0,07048;1000,0;0,0;0,0;-0,0;1000,0;-0,0
60;0,06994;899,3963782696177;0,0;-0,0;-0,0;899,3963782696177;-0,0
61;0,0778;505,0301810865191;0,0;0,0;-0,0;505,0301810865191;-0,0
62;0,07881;84,50704225352113;0,0;-0,0;-0,0;84,50704225352113;-0,0
63;0,08529;-0,0;-0,0;0,0;-0,0;0,0;-0,0
64;0,10551;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
65;0,11666;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
66;0,11506;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
67;0,11491;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
68;0,1133;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
69;0,10779999999999999;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
70;0,09822;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
71;0,08857;-0,0;0,0;0,0;-0,0;-0,0;-0,0
72;0,09043000000000001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
73;0,09029000000000001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
74;0,0902;-0,0;0,0;0,0;-0,0;-0,0;-0,0
75;0,09151999999999999;-0,0;0,0;0,0;-0,0;-0,0;-0,0
76;0,09595000000000001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
77;0,10211;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
78;0,11066;-0,0;0,0;0,0;-0,0;-0,0;-0,0
79;0,11996;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
80;0,12838999999999998;2,0120724346076457;0,0;0,0;-0,0;2,0120724346076457;-0,0
81;0,13075;36,21730382293762;0,0;-0,0;-0,0;36,21730382293762;-0,0
82;0,13034;90,54325955734406;0,0;0,0;-0,0;90,54325955734406;-0,0
83;0,12829;98,59154929577466;-0,0;0,0;-0,0;98,59154929577466;-0,0
84;0,13003;90,54325955734406;0,0;0,0;-0,0;90,54325955734406;-0,0
85;0,12985;64,38631790744466;0,0;0,0;-0,0;64,38631790744466;-0,0
86;0,1364;36,21730382293762;0,0;0,0;-0,0;36,21730382293762;-0,0
87;0,13872;-0,0;0,0;0,0;-0,0;-0,0;-0,0
88;0,142;-0,0;0,0;0,0;-0,0;-0,0;-0,0
89;0,15124;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
90;0,14385;-0,0;0,0;0,0;-0,0;-0,0;-0,0
91;0,13796;-0,0;0,0;0,0;-0,0;-0,0;-0,0
92;0,12949000000000002;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
93;0,12283;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
94;0,11829;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
95;0,10948999999999999;-0,0;0,0;0,0;-0,0;-0,0;-0,0
96;0,11384;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
97;0,10033;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
98;0,09361;-0,0;0,0;0,0;-0,0;-0,0;-0,0
99;0,09387000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
100;0,08938;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
101;0,08355;-0,0;0,0;0,0;-0,0;-0,0;-0,0
102;0,08392000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
103;0,08253;-0,0;0,0;0,0;-0,0;-0,0;-0,0
104;0,08405;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
105;0,08915000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
106;0,08295;22,132796780684103;0,0;0,0;-0,0;22,132796780684103;-0,0
107;0,08882;30,181086519114686;0,0;-0,0;-0,0;30,181086519114686;-0,0
108;0,08166;34,205231388329985;0,0;-0,0;-0,0;34,205231388329985;-0,0
109;0,07839;28,169014084507044;0,0;-0,0;-0,0;28,169014084507044;-0,0
110;0,068;2,0120724346076457;0,0;0,0;-0,0;2,0120724346076457;-0,0
111;0,05064;-0,0;-0,0;0,0;-0,0;0,0;-0,0
112;0,049909999999999996;-0,0;-0,0;0,0;-0,0;0,0;-0,0
113;0,0663;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
114;0,06505;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
115;0,05128;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
116;0,03685;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
117;0,0368;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
118;0,03468;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
119;0,028140000000000002;-0,0;0,0;0,0;-0,0;-0,0;-0,0
120;0,02752;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
121;0,019260000000000003;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
122;0,011349999999999999;-0,0;-0,0;0,0;-0,0;0,0;-0,0
123;0,0092;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
124;0,01;-0,0;-0,0;0,0;-0,0;0,0;-0,0
125;0,01481;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
126;0,02382;-0,0;-0,0;0,0;-0,0;0,0;-0,0
127;0,03172;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
128;0,04137;14,084507042253522;0,0;-0,0;-0,0;14,084507042253522;-0,0
129;0,036359999999999996;80,48289738430583;0,0;-0,0;-0,0;80,48289738430583;-0,0
130;0,03469;653,9235412474849;0,0;-0,0;-0,0;653,9235412474849;-0,0
131;0,03283;845,0704225352113;0,0;0,0;-0,0;845,0704225352113;-0,0
132;0,03128;249,49698189134807;0,0;0,0;-0,0;249,49698189134807;-0,0
133;0,0286;66,39839034205231;0,0;0,0;-0,0;66,39839034205231;-0,0
134;0,02561;56,33802816901409;-0,0;0,0;-0,0;56,33802816901409;-0,0
135;0,02632;-0,0;-0,0;0,0;-0,0;0,0;-0,0
136;0,02687;-0,0;-0,0;0,0;-0,0;0,0;-0,0
137;0,03166;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
138;0,03158;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
139;0,028739999999999998;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
140;0,02659;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
141;0,01382;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
142;0,026940000000000002;-0,0;-0,0;0,0;-0,0;0,0;-0,0
143;0,01299;-0,0;-0,0;0,0;-0,0;0,0;-0,0
144;0,01907;-0,0;-0,0;0,0;-0,0;0,0;-0,0
145;0,00871;-0,0;-0,0;0,0;-0,0;0,0;-0,0
146;0,0089;-0,0;-0,0;0,0;-0,0;0,0;-0,0
147;0,00501;-0,0;-0,0;0,0;-0,0;0,0;-0,0
148;0,00513;-0,0;-0,0;0,0;-0,0;0,0;-0,0
149;0,0058;-0,0;-0,0;0,0;-0,0;0,0;-0,0
150;0,04886;-0,0;-0,0;0,0;-0,0;0,0;-0,0
151;0,07683;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
152;0,08508;54,325955734406435;0,0;-0,0;-0,0;54,325955734406435;-0,0
153;0,08424;146,88128772635812;0,0;0,0;-0,0;146,88128772635812;-0,0
154;0,07525;225,35211267605635;0,0;-0,0;-0,0;225,35211267605635;-0,0
155;0,0628;424,54728370221324;0,0;-0,0;-0,0;424,54728370221324;-0,0
156;0,062439999999999996;527,1629778672033;0,0;0,0;-0,0;527,1629778672033;-0,0
157;0,0639;317,90744466800805;0,0;-0,0;-0,0;317,90744466800805;-0,0
158;0,07256;44,265593561368206;0,0;0,0;-0,0;44,265593561368206;-0,0
159;0,07811;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
160;0,07998000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
161;0,09603;-0,0;0,0;0,0;-0,0;-0,0;-0,0
162;0,10111;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
163;0,08621;-0,0;-0,0;0,0;-0,0;0,0;-0,0
164;0,07801000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
165;0,07245;-0,0;0,0;0,0;-0,0;-0,0;-0,0
166;0,07245;-0,0;0,0;0,0;-0,0;-0,0;-0,0
167;0,05004;-0,0;-0,0;0,0;-0,0;0,0;-0,0
168;0,07105;-0,0;0,0;0,0;-0,0;-0,0;-0,0
169;0,06801;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
170;0,06334000000000001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
171;0,05701;-0,0;-0,0;0,0;-0,0;0,0;-0,0
172;0,06629;-0,0;0,0;0,0;-0,0;-0,0;-0,0
173;0,07207;-0,0;-0,0;0,0;-0,0;0,0;-0,0
174;0,08270000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
175;0,10073;-0,0;-0,0;0,0;-0,0;0,0;-0,0
176;0,12822;32,19315895372233;0,0;-0,0;-0,0;32,19315895372233;-0,0
177;0,10818000000000001;90,54325955734406;0,0;-0,0;-0,0;90,54325955734406;-0,0
178;0,09465000000000001;114,68812877263582;0,0;-0,0;-0,0;114,68812877263582;-0,0
179;0,10001;126,7605633802817;0,0;-0,0;-0,0;126,7605633802817;-0,0
180;0,08999;116,70020120724347;0,0;0,0;-0,0;116,70020120724347;-0,0
181;0,09720000000000001;112,67605633802818;0,0;0,0;-0,0;112,67605633802818;-0,0
182;0,11019;12,072434607645876;0,0;0,0;-0,0;12,072434607645876;-0,0
183;0,1278;-0,0;-0,0;0,0;-0,0;0,0;-0,0
184;0,13582;-0,0;0,0;0,0;-0,0;-0,0;-0,0
185;0,15546000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
186;0,14923;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
187;0,14648;-0,0;0,0;0,0;-0,0;-0,0;-0,0
188;0,13686;-0,0;0,0;0,0;-0,0;-0,0;-0,0
189;0,12786;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
190;0,11592;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
191;0,10359;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
192;0,10144;-0,0;0,0;0,0;-0,0;-0,0;-0,0
193;0,1;-0,0;0,0;0,0;-0,0;-0,0;-0,0
194;0,09877;-0,0;0,0;0,0;-0,0;-0,0;-0,0
195;0,09522;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
196;0,09828;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
197;0,10265;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
198;0,13354;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
199;0,14880000000000002;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
200;0,16488;10,060362173038229;0,0;-0,0;-0,0;10,060362173038229;-0,0
201;0,15615;62,37424547283702;0,0;0,0;-0,0;62,37424547283702;-0,0
202;0,14764;94,56740442655935;0,0;-0,0;-0,0;94,56740442655935;-0,0
203;0,14021;122,73641851106639;0,0;-0,0;-0,0;122,73641851106639;-0,0
204;0,12818000000000002;233,40040241448693;0,0;0,0;-0,0;233,40040241448693;-0,0
205;0,12115000000000001;245,47283702213278;0,0;0,0;-0,0;245,47283702213278;-0,0
206;0,12395;40,241448692152915;0,0;0,0;-0,0;40,241448692152915;-0,0
207;0,12753;-0,0;0,0;0,0;-0,0;-0,0;-0,0
208;0,12375;-0,0;0,0;0,0;-0,0;-0,0;-0,0
209;0,13091;-0,0;0,0;0,0;-0,0;-0,0;-0,0
210;0,13475;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
211;0,12544;-0,0;0,0;0,0;-0,0;-0,0;-0,0
212;0,11923;-0,0;0,0;0,0;-0,0;-0,0;-0,0
213;0,10499;-0,0;0,0;0,0;-0,0;-0,0;-0,0
214;0,1011;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
215;0,08819;-0,0;0,0;0,0;-0,0;-0,0;-0,0
216;0,08479;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
217;0,08023000000000001;-0,0;0,0;0,0;-0,0;-0,0;-0,0
218;0,07129;-0,0;-0,0;0,0;-0,0;0,0;-0,0
219;0,06905;-0,0;-0,0;0,0;-0,0;0,0;-0,0
220;0,06989;-0,0;-0,0;0,0;-0,0;0,0;-0,0
221;0,0839;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
222;0,09909;-0,0;-0,0;0,0;-0,0;0,0;-0,0
223;0,12392;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
224;0,13947;128,77263581488933;0,0;-0,0;-0,0;128,77263581488933;-0,0
225;0,13692;311,87122736418513;0,0;0,0;-0,0;311,87122736418513;-0,0
226;0,12357;680,0804828973843;0,0;-0,0;-0,0;680,0804828973843;-0,0
227;0,11359;989,9396378269618;0,0;0,0;-0,0;989,9396378269618;-0,0
228;0,10743000000000001;1026,1569416498994;0,0;0,0;-0,0;1026,1569416498994;-0,0
229;0,10501;796,7806841046278;-0,0;0,0;-0,0;796,7806841046278;-0,0
230;0,11001000000000001;428,57142857142856;-0,0;0,0;-0,0;428,57142857142856;-0,0
231;0,12869;32,19315895372233;0,0;0,0;-0,0;32,19315895372233;-0,0
232;0,13487000000000002;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
233;0,14256;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
234;0,14412;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
235;0,14105;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
236;0,13482;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
237;0,12251000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
238;0,11977;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
239;0,11170999999999999;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
240;0,10664;-0,0;0,0;0,0;-0,0;-0,0;-0,0
241;0,09899;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
242;0,09570999999999999;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
243;0,08945;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
244;0,08835;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
245;0,0884;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
246;0,08813;-0,0;0,0;0,0;-0,0;-0,0;-0,0
247;0,09468;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
248;0,10765000000000001;64,38631790744466;0,0;-0,0;-0,0;64,38631790744466;-0,0
249;0,10314;207,24346076458752;0,0;-0,0;-0,0;207,24346076458752;-0,0
250;0,10113;364,1851106639839;0,0;0,0;-0,0;364,1851106639839;-0,0
251;0,09956;396,3782696177062;0,0;-0,0;-0,0;396,3782696177062;-0,0
252;0,09673999999999999;408,4507042253521;0,0;0,0;-0,0;408,4507042253521;-0,0
253;0,09315000000000001;289,738430583501;0,0;-0,0;-0,0;289,738430583501;-0,0
254;0,09490000000000001;94,56740442655935;0,0;-0,0;-0,0;94,56740442655935;-0,0
255;0,10489;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
256;0,11212000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
257;0,1198;-0,0;0,0;0,0;-0,0;-0,0;-0,0
258;0,12234;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
259;0,11485;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
260;0,11119;-0,0;0,0;0,0;-0,0;-0,0;-0,0
261;0,10479999999999999;-0,0;0,0;0,0;-0,0;-0,0;-0,0
262;0,10307;-0,0;0,0;0,0;-0,0;-0,0;-0,0
263;0,10568999999999999;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
264;0,08358;-0,0;0,0;0,0;-0,0;-0,0;-0,0
265;0,08379;-0,0;0,0;0,0;-0,0;-0,0;-0,0
266;0,08675;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
267;0,0842;-0,0;0,0;0,0;-0,0;-0,0;-0,0
268;0,085;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
269;0,08375;-0,0;0,0;0,0;-0,0;-0,0;-0,0
270;0,0859;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
271;0,10175;-0,0;-0,0;0,0;-0,0;0,0;-0,0
272;0,11467000000000001;340,04024144869214;0,0;0,0;-0,0;340,04024144869214;-0,0
273;0,12007;746,4788732394366;0,0;-0,0;-0,0;746,4788732394366;-0,0
274;0,11777;961,7706237424546;0,0;-0,0;-0,0;961,7706237424546;-0,0
275;0,10561;1008,0482897384305;0,0;-0,0;-0,0;1008,0482897384305;-0,0
276;0,10299;915,4929577464789;0,0;-0,0;-0,0;915,4929577464789;-0,0
277;0,09961;659,9597585513079;0,0;-0,0;-0,0;659,9597585513079;-0,0
278;0,10474;303,8229376257545;-0,0;0,0;-0,0;303,8229376257545;-0,0
279;0,1187;18,10865191146881;0,0;0,0;-0,0;18,10865191146881;-0,0
280;0,13291999999999998;-0,0;0,0;0,0;-0,0;-0,0;-0,0
281;0,141;-0,0;0,0;0,0;-0,0;-0,0;-0,0
282;0,14665999999999998;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
283;0,14366;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
284;0,13486;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
285;0,12749;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
286;0,1212;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
287;0,1149;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
288;0,11239;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
289;0,10507;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
290;0,10446;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
291;0,10037;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
292;0,1;-0,0;0,0;0,0;-0,0;-0,0;-0,0
293;0,11011;-0,0;-0,0;0,0;-0,0;0,0;-0,0
294;0,14028;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
295;0,18192;4,0241448692152915;0,0;-0,0;-0,0;4,0241448692152915;-0,0
296;0,22309;370,2213279678068;0,0;-0,0;-0,0;370,2213279678068;-0,0
297;0,17409;893,3601609657948;0,0;-0,0;-0,0;893,3601609657948;-0,0
298;0,14169;1167,0020120724346;0,0;0,0;-0,0;1167,0020120724346;-0,0
299;0,11573;1231,3883299798792;0,0;-0,0;-0,0;1231,3883299798792;-0,0
300;0,1041;1162,9778672032191;0,0;-0,0;-0,0;1162,9778672032191;-0,0
301;0,10304;953,7223340040241;0,0;-0,0;-0,0;953,7223340040241;-0,0
302;0,10467;573,440643863179;0,0;-0,0;-0,0;573,440643863179;-0,0
303;0,1382;82,49496981891349;0,0;-0,0;-0,0;82,49496981891349;-0,0
304;0,14262;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
305;0,149;-0,0;0,0;0,0;-0,0;-0,0;-0,0
306;0,149;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
307;0,13973;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
308;0,12318000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
309;0,12022;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
310;0,11556999999999999;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
311;0,10231;-0,0;0,0;0,0;-0,0;-0,0;-0,0
312;0,10638;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
313;0,1037;-0,0;0,0;0,0;-0,0;-0,0;-0,0
314;0,09908;-0,0;0,0;0,0;-0,0;-0,0;-0,0
315;0,09799;-0,0;0,0;0,0;-0,0;-0,0;-0,0
316;0,10188;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
317;0,10764;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
318;0,12340000000000001;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
319;0,15662;18,10865191146881;0,0;-0,0;-0,0;18,10865191146881;-0,0
320;0,18403;416,49899396378265;0,0;-0,0;-0,0;416,49899396378265;-0,0
321;0,15186000000000002;686,1167002012073;0,0;-0,0;-0,0;686,1167002012073;-0,0
322;0,11762;750,5030181086519;0,0;0,0;-0,0;750,5030181086519;-0,0
323;0,10931;945,6740442655935;0,0;-0,0;-0,0;945,6740442655935;-0,0
324;0,10311;993,9637826961771;0,0;0,0;-0,0;993,9637826961771;-0,0
325;0,10811;778,672032193159;0,0;-0,0;-0,0;778,672032193159;-0,0
326;0,11535;293,76257545271625;0,0;0,0;-0,0;293,76257545271625;-0,0
327;0,12535;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
328;0,14196999999999999;-0,0;-0,0;0,0;-0,0;0,0;-0,0
329;0,16586;-0,0;0,0;0,0;-0,0;-0,0;-0,0
330;0,17007;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
331;0,15838;-0,0;0,0;0,0;-0,0;-0,0;-0,0
332;0,13546;-0,0;-0,0;0,0;-0,0;0,0;-0,0
333;0,11769;-0,0;-0,0;0,0;-0,0;0,0;-0,0
334;0,121;-0,0;-0,0;0,0;-0,0;0,0;-0,0
335;0,12176000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
336;0,10828;-0,0;-0,0;0,0;-0,0;0,0;-0,0
337;0,10772;-0,0;-0,0;0,0;-0,0;0,0;-0,0
338;0,10840999999999999;-0,0;-0,0;0,0;-0,0;0,0;-0,0
339;0,10804000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
340;0,10875;-0,0;-0,0;0,0;-0,0;0,0;-0,0
341;0,11492000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
342;0,13449;-0,0;-0,0;0,0;-0,0;0,0;-0,0
343;0,19179;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
344;0,30724;6,036217303822938;0,0;0,0;-0,0;6,036217303822938;-0,0
345;0,31501999999999997;44,265593561368206;0,0;-0,0;-0,0;44,265593561368206;-0,0
346;0,31103;80,48289738430583;0,0;0,0;-0,0;80,48289738430583;-0,0
347;0,3048;106,63983903420522;0,0;0,0;-0,0;106,63983903420522;-0,0
348;0,31101999999999996;100,6036217303823;0,0;0,0;-0,0;100,6036217303823;-0,0
349;0,30933999999999995;68,41046277665997;0,0;0,0;-0,0;68,41046277665997;-0,0
350;0,28583;20,120724346076457;0,0;0,0;-0,0;20,120724346076457;-0,0
351;0,30174;-0,0;0,0;0,0;-0,0;-0,0;-0,0
352;0,33352;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
353;0,37799;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
354;0,32474000000000003;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
355;0,27009;-0,0;0,0;-0,0;-0,0;-0,0;-0,0
356;0,18166;-0,0;-0,0;0,0;-0,0;0,0;-0,0
357;0,15087;-0,0;-0,0;0,0;-0,0;0,0;-0,0
358;0,14116;-0,0;-0,0;0,0;-0,0;0,0;-0,0
359;0,12390000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
360;0,12633;-0,0;-0,0;0,0;-0,0;0,0;-0,0
361;0,11912;-0,0;-0,0;0,0;-0,0;0,0;-0,0
362;0,11762;-0,0;-0,0;0,0;-0,0;0,0;-0,0
363;0,11503000000000001;-0,0;-0,0;0,0;-0,0;0,0;-0,0
364;0,11575;-0,0;-0,0;0,0;-0,0;0,0;-0,0
